          X           Y               RA              DEC         m_B       err_B         m_V       err_V         m_R       err_R 
   1035.670    1909.340      308.8397962       60.1416074      27.771       0.258      27.250       0.090      26.848       0.205 
   2624.900    2104.380      308.8715084       60.1338203      26.999       0.148      26.851       0.070      26.638       0.144 
    973.480    2045.660      308.8375036       60.1404174      26.946       0.134      26.745       0.067      26.527       0.149 
   4873.340    4639.860      308.8998119       60.0993397      27.423       0.186      26.870       0.066      26.378       0.113 
   1134.620    1752.340      308.8430067       60.1428788      26.514       0.106      26.633       0.079      26.638       0.191 
   2503.020    2313.280      308.8674402       60.1320940      26.894       0.131      26.742       0.074      26.502       0.116 
   2517.560    3982.780      308.8555444       60.1147102      27.643       0.248      27.124       0.080      26.799       0.244 
   4436.000    1676.060      308.9123940       60.1316889      27.212       0.179      27.004       0.084      26.834       0.197 
   4101.780    4324.250      308.8860520       60.1054176      27.026       0.165      26.818       0.065      26.588       0.129 
   1625.420    1012.570      308.8586500       60.1487796      27.180       0.158      26.839       0.086      26.530       0.187 
   3001.200    3220.690      308.8711904       60.1208672      27.422       0.187      27.035       0.077      26.785       0.214 
   3555.960    2770.980      308.8860393       60.1235217      27.266       0.210      27.189       0.096      26.930       0.133 
   2532.870    2027.470      308.8701522       60.1349526      27.361       0.208      27.280       0.100      27.060       0.172 
   3142.190    1937.770      308.8835107       60.1336723      27.110       0.146      27.024       0.086      26.860       0.186 
   2091.580     719.720      308.8705149       60.1501288      27.293       0.195      27.157       0.138      26.875       0.204 
   3823.210    4647.120      308.8778903       60.1030775      27.437       0.211      26.961       0.065      26.529       0.114 
   2113.370    1544.760      308.8649351       60.1414853      27.149       0.178      26.946       0.072      26.651       0.126 
   2276.180    1939.870      308.8654410       60.1367931      26.903       0.175      26.730       0.067      26.555       0.164 
   1135.420    1280.340      308.8464721       60.1477762      26.980       0.182      26.671       0.092      26.329       0.145 
   4213.520    4398.390      308.8878372       60.1042424      26.734       0.120      26.669       0.061      26.583       0.160 
   2282.730    1645.570      308.8677294       60.1398244      26.977       0.148      26.792       0.076      26.604       0.174 
   1600.770    3234.830      308.8418992       60.1257983      27.151       0.182      26.974       0.079      26.803       0.202 
   3772.760    4915.710      308.8748771       60.1004726      27.411       0.215      26.993       0.126      26.467       0.103 
   3622.460    2950.370      308.8861129       60.1214182      27.255       0.231      27.009       0.077      26.821       0.223 
   2620.950    3649.400      308.8601338       60.1177961      27.533       0.207      27.262       0.097      26.898       0.134 
   1308.690    2014.370      308.8447227       60.1395276      27.281       0.192      26.944       0.090      26.570       0.135 
   2193.390    1523.770      308.8667572       60.1414129      27.681       0.230      27.476       0.110      27.180       0.175 
   2576.370    2392.820      308.8683878       60.1310022      27.197       0.173      27.013       0.086      26.757       0.173 
   1074.010    1744.100      308.8418028       60.1431840      26.819       0.134      26.785       0.086      26.646       0.171 
   4634.760    3288.740      308.9047279       60.1142295      27.355       0.178      26.928       0.065      26.638       0.170 
   3056.690    1676.030      308.8836433       60.1366995      27.724       0.254      27.340       0.111      26.962       0.166 
   2366.960    1034.430      308.8739559       60.1458627      27.703       0.198      27.059       0.066      26.609       0.158 
   2598.440    1633.260      308.8744022       60.1388067      27.679       0.198      27.283       0.091      26.917       0.184 
    972.140    4233.350      308.8215097       60.1177080      27.502       0.178      26.872       0.070      26.382       0.140 
   4143.800    3053.410      308.8962219       60.1184555      27.516       0.232      26.993       0.074      26.642       0.182 
   4319.900    3669.650      308.8953822       60.1114199      27.417       0.223      26.958       0.070      26.576       0.130 
   2485.500     942.710      308.8770990       60.1463846      27.166       0.161      26.834       0.060      26.520       0.126 
   3790.540    2646.490      308.8918384       60.1239621      26.779       0.155      26.708       0.071      26.539       0.127 
   1910.320    3129.020      308.8491244       60.1257749      26.770       0.130      26.903       0.088      26.909       0.224 
   1525.770    4704.890      308.8296081       60.1108073      28.087       0.270      27.227       0.082      26.509       0.113 
   3989.080    2770.800      308.8950660       60.1219508      27.226       0.232      26.862       0.073      26.700       0.274 
   2099.830    4529.530      308.8428488       60.1105482      27.793       0.214      27.071       0.067      26.516       0.112 
   1888.250    1549.280      308.8602075       60.1422548      27.192       0.171      26.908       0.075      26.615       0.132 
   2882.970    2105.850      308.8768775       60.1328686      27.532       0.216      27.055       0.078      26.636       0.132 
    978.940     886.980      308.8460826       60.1524271      27.863       0.272      27.201       0.106      26.507       0.111 
   3678.790     911.930      308.9022066       60.1423710      27.155       0.171      26.940       0.071      26.722       0.170 
   1538.580     733.030      308.8588826       60.1519965      27.610       0.225      26.924       0.085      26.358       0.134 
   2107.950    1054.170      308.8684098       60.1465976      26.984       0.143      26.916       0.075      26.788       0.181 
   3190.070    4598.300      308.8650596       60.1058815      27.841       0.227      27.167       0.068      26.621       0.114 
   2564.380     977.060      308.8784926       60.1457418      27.504       0.197      27.211       0.087      26.826       0.119 
   4777.590    3065.930      308.9093341       60.1160229      27.800       0.233      27.084       0.070      26.617       0.159 
   4722.150    3445.910      308.9053981       60.1122807      26.733       0.130      26.660       0.064      26.601       0.184 
   1853.240    2463.700      308.8527945       60.1328889      27.581       0.214      27.143       0.082      26.826       0.207 
   3265.710    2065.030      308.8851544       60.1319030      27.213       0.173      26.917       0.081      26.732       0.214 
   4183.610    4678.750      308.8851648       60.1014409      26.448       0.110      26.555       0.078      26.492       0.165 
   4665.800    3023.800      308.9073137       60.1168664      27.468       0.192      26.918       0.078      26.459       0.119 
   2529.960    4232.930      308.8539760       60.1120683      27.913       0.255      27.193       0.070      26.552       0.093 
    976.360    1360.270      308.8425702       60.1475228      26.970       0.151      26.799       0.087      26.523       0.154 
   4108.890    1738.320      308.9051205       60.1322315      27.689       0.199      27.198       0.093      26.789       0.184 
   3465.690    4675.760      308.8702347       60.1040775      26.876       0.119      26.723       0.057      26.553       0.143 
   3925.250    4388.020      308.8819091       60.1053966      27.333       0.172      26.897       0.061      26.568       0.140 
   2224.200    3314.000      308.8543155       60.1227167      27.301       0.199      26.943       0.069      26.688       0.209 
   3546.580    3047.330      308.8838227       60.1206873      27.281       0.169      26.981       0.068      26.703       0.146 
   3850.610    1356.050      308.9025361       60.1371374      27.078       0.152      26.997       0.085      26.920       0.252 
   3772.680    3335.720      308.8864246       60.1168731      27.138       0.151      26.826       0.066      26.600       0.178 
   1299.880    1921.040      308.8452208       60.1405285      27.609       0.220      27.062       0.077      26.713       0.205 
   3852.120    1364.810      308.9025034       60.1370410      26.833       0.138      26.790       0.071      26.636       0.164 
   2945.720    1154.350      308.8851471       60.1425173      27.008       0.133      26.825       0.062      26.584       0.128 
   2304.110    2636.070      308.8609343       60.1294646      27.383       0.181      26.977       0.081      26.558       0.108 
   4226.190    1954.590      308.9059815       60.1295607      27.394       0.160      27.023       0.080      26.734       0.191 
   1991.590    1534.490      308.8624707       60.1420336      27.548       0.202      27.093       0.078      26.764       0.189 
   2328.460    3218.490      308.8571862       60.1233302      26.703       0.127      26.779       0.087      26.682       0.155 
   4039.260     886.760      308.9099062       60.1413224      27.512       0.186      26.932       0.076      26.469       0.163 
   2811.200    2333.400      308.8737173       60.1307670      27.452       0.249      27.401       0.122      27.233       0.240 
   2371.090    4792.100      308.8465840       60.1068391      26.870       0.124      26.715       0.060      26.535       0.134 
   1934.230    2984.830      308.8506759       60.1271852      26.964       0.194      26.809       0.073      26.635       0.160 
   1421.990    2715.920      308.8419611       60.1318335      27.291       0.165      26.883       0.084      26.627       0.215 
   2376.640    3968.730      308.8527106       60.1153670      26.791       0.135      26.682       0.065      26.640       0.231 
   2095.140    1847.920      308.8623385       60.1384043      27.847       0.230      27.109       0.071      26.596       0.162 
   4251.100    3581.630      308.8945929       60.1125834      28.089       0.268      27.317       0.079      26.632       0.093 
   1097.540    1543.160      308.8437616       60.1451849      26.895       0.158      26.715       0.081      26.465       0.165 
   2120.460    1691.800      308.8640078       60.1399331      27.545       0.213      27.017       0.069      26.639       0.166 
   2392.770    2089.770      308.8667758       60.1348141      27.094       0.179      26.845       0.067      26.666       0.188 
   3654.770    3050.850      308.8860513       60.1202580      26.896       0.190      26.760       0.072      26.690       0.217 
   1799.140    1776.560      308.8566879       60.1402185      27.142       0.160      26.997       0.088      26.793       0.161 
   1901.230    2840.290      308.8510438       60.1288054      27.713       0.256      27.330       0.100      27.049       0.240 
   4040.770    2318.030      308.8994567       60.1264623      27.164       0.223      26.909       0.078      26.736       0.210 
   1610.790    1329.290      308.8560293       60.1455447      27.512       0.230      27.260       0.097      26.974       0.181 
   4678.480    3255.350      308.9058830       60.1144172      27.687       0.207      27.043       0.071      26.562       0.131 
    967.200    1324.420      308.8426411       60.1479282      26.927       0.134      26.674       0.083      26.382       0.149 
   1156.120    2097.320      308.8409351       60.1392193      28.012       0.262      27.432       0.106      26.939       0.173 
   1453.120    1600.360      308.8507597       60.1433022      27.526       0.240      27.265       0.100      27.022       0.262 
   1665.520    4288.880      308.8355552       60.1146203      27.028       0.132      26.818       0.068      26.642       0.174 
   3421.260    3075.220      308.8810073       60.1208527      27.534       0.191      27.050       0.082      26.731       0.204 
   2229.760    1071.750      308.8708216       60.1459732      27.340       0.171      26.988       0.067      26.638       0.129 
   4659.480    4208.110      308.8985163       60.1045977      27.350       0.209      26.767       0.137      26.305       0.213 
   1862.750    4315.990      308.8394673       60.1136243      27.215       0.153      26.854       0.064      26.584       0.169 
   1781.330    1369.680      308.8592908       60.1445070      27.505       0.249      27.540       0.149      27.327       0.198 
   2038.080    1594.410      308.8630020       60.1412429      27.166       0.173      27.019       0.081      26.829       0.168 
   2007.190    1011.970      308.8666170       60.1474012      27.679       0.256      27.639       0.141      27.334       0.149 
   3768.010    4920.130      308.8747458       60.1004439      27.669       0.205      26.989       0.084      26.427       0.147 
   4554.400    3130.550      308.9042116       60.1161633      26.851       0.139      26.740       0.075      26.660       0.203 
   3167.860    1345.080      308.8883829       60.1397311      27.574       0.198      27.187       0.081      26.821       0.149 
   2017.100    4221.430      308.8433737       60.1140467      27.798       0.222      27.061       0.073      26.572       0.161 
   3856.120    1293.840      308.9031066       60.1377630      26.933       0.143      26.753       0.063      26.630       0.203 
   3551.850    3732.340      308.8789238       60.1135578      26.819       0.129      26.695       0.068      26.566       0.153 
   1627.070    1360.250      308.8561426       60.1451643      27.365       0.177      27.022       0.074      26.672       0.131 
   2386.520    1836.770      308.8684954       60.1374631      27.251       0.187      26.895       0.079      26.632       0.173 
   1131.350    4691.990      308.8214832       60.1123694      26.894       0.118      26.686       0.074      26.459       0.160 
   4064.990    3905.890      308.8883446       60.1098936      27.706       0.215      27.087       0.072      26.541       0.113 
   1976.520    1144.810      308.8650058       60.1461335      27.343       0.190      27.001       0.075      26.698       0.160 
   4015.220    1160.790      308.9073976       60.1385658      27.446       0.206      27.139       0.078      26.846       0.186 
   3656.740     924.480      308.9016550       60.1423209      26.795       0.134      26.809       0.080      26.780       0.235 
   4512.330    3304.870      308.9020595       60.1145069      26.626       0.110      26.652       0.070      26.567       0.144 
   2227.480    3323.380      308.8543154       60.1226074      27.563       0.242      27.011       0.092      26.686       0.238 
   2653.900    3148.810      308.8644780       60.1228732      27.154       0.176      26.880       0.070      26.665       0.186 
   4892.790    4983.070      308.8977070       60.0957069      27.709       0.192      27.013       0.071      26.496       0.164 
   1125.530    2252.900      308.8391610       60.1377149      27.696       0.261      27.238       0.113      26.904       0.252 
   2535.830    1518.330      308.8739374       60.1402269      27.084       0.152      26.859       0.074      26.667       0.188 
   1698.330    2309.900      308.8506884       60.1350472      27.595       0.242      27.070       0.083      26.703       0.189 
   3851.520    1451.040      308.9018595       60.1361482      27.039       0.136      26.809       0.064      26.690       0.231 
   1827.410    4783.680      308.8353184       60.1088966      27.717       0.202      26.982       0.083      26.418       0.144 
   2303.870    3335.470      308.8558192       60.1222049      26.937       0.129      26.764       0.087      26.638       0.217 
   4955.200    4995.770      308.8989135       60.0953484      27.782       0.205      27.040       0.076      26.525       0.176 
   2134.160    2094.970      308.8613461       60.1356982      27.470       0.201      27.123       0.092      26.842       0.226 
   3514.990    1467.660      308.8947225       60.1371981      27.068       0.184      26.826       0.073      26.687       0.238 
   2550.760    1884.010      308.8715742       60.1363768      27.286       0.210      27.006       0.071      26.855       0.261 
   1541.010    1884.260      308.8505180       60.1400363      27.537       0.235      27.212       0.094      26.881       0.162 
   1781.400    1103.480      308.8612386       60.1472702      27.311       0.176      27.004       0.113      26.643       0.185 
   1424.450    1599.030      308.8501715       60.1434200      27.560       0.239      27.098       0.078      26.725       0.168 
   4012.800    4415.370      308.8835327       60.1047949      27.105       0.139      26.835       0.062      26.605       0.147 
   2375.400    1141.120      308.8733514       60.1447246      27.649       0.200      27.256       0.085      26.902       0.173 
   1010.130    2026.130      308.8384105       60.1404874      26.948       0.157      26.799       0.089      26.674       0.238 
   2474.880    3919.750      308.8551153       60.1155193      27.437       0.181      27.156       0.104      26.835       0.144 
   4464.850    4633.940      308.8913491       60.1008849      27.101       0.135      26.747       0.073      26.439       0.174 
   2011.010    1493.530      308.8631751       60.1423883      26.973       0.132      26.821       0.069      26.654       0.175 
   3404.490    1920.790      308.8891026       60.1328963      26.943       0.145      26.781       0.075      26.575       0.126 
   2179.330    1152.890      308.8691764       60.1453139      26.979       0.168      26.915       0.076      26.771       0.164 
   2604.890     874.560      308.8800875       60.1466587      27.381       0.195      27.062       0.075      26.835       0.222 
   1166.070    1826.900      308.8431180       60.1419908      27.403       0.224      27.032       0.076      26.818       0.271 
   2583.030    2372.450      308.8686755       60.1311895      27.228       0.201      26.957       0.083      26.761       0.240 
    987.020    1234.100      308.8437144       60.1487941      27.732       0.225      27.032       0.090      26.397       0.119 
   2788.500    3022.830      308.8682039       60.1236927      26.639       0.139      26.856       0.096      26.920       0.249 
   4830.780    3534.290      308.9070140       60.1109687      27.747       0.211      27.081       0.066      26.650       0.172 
   2760.600    1479.850      308.8789055       60.1398106      27.860       0.266      27.419       0.090      26.998       0.160 
   3906.070    3130.550      308.8907044       60.1185183      27.767       0.222      27.108       0.083      26.585       0.135 
   1309.750    4650.380      308.8255042       60.1121555      27.877       0.270      27.135       0.084      26.483       0.118 
   1763.600    2519.410      308.8505187       60.1326355      27.748       0.273      27.409       0.115      27.003       0.159 
   2478.480    3189.500      308.8605247       60.1230871      27.009       0.161      26.842       0.088      26.745       0.252 
   3512.360    4829.650      308.8700825       60.1023108      27.431       0.206      27.022       0.073      26.647       0.146 
   3800.090    2296.510      308.8945984       60.1275599      27.064       0.186      27.108       0.092      27.016       0.227 
   3105.280    2805.440      308.8763952       60.1247999      27.250       0.197      27.111       0.117      26.848       0.157 
   2042.090    1972.650      308.8603205       60.1373019      27.866       0.267      27.326       0.095      26.926       0.208 
   4732.370    3559.260      308.9047814       60.1110672      27.275       0.218      26.945       0.090      26.681       0.151 
   4735.070    3416.310      308.9058838       60.1125410      26.823       0.147      26.752       0.079      26.601       0.156 
   1871.870    1716.280      308.8586452       60.1405806      27.688       0.239      27.138       0.074      26.715       0.175 
   1475.750     810.050      308.8570088       60.1514247      26.612       0.125      26.583       0.094      26.462       0.228 
   2386.350    1816.720      308.8686384       60.1376718      26.828       0.162      26.826       0.080      26.712       0.155 
   4055.740    4909.000      308.8808191       60.0995152      27.314       0.172      26.915       0.081      26.487       0.135 
   4832.380    4294.960      308.9014816       60.1030682      26.968       0.144      26.756       0.087      26.602       0.228 
   2172.570    3534.630      308.8516280       60.1206134      27.383       0.211      27.011       0.075      26.707       0.179 
   4476.080    2799.970      308.9049996       60.1198788      27.265       0.182      26.872       0.069      26.541       0.149 
   2394.140    3887.710      308.8536669       60.1161446      26.916       0.180      26.813       0.071      26.779       0.256 
   2163.050    4373.830      308.8453025       60.1119356      26.849       0.114      26.743       0.072      26.661       0.205 
   2488.310    1221.750      308.8751161       60.1434779      26.881       0.119      26.820       0.070      26.663       0.137 
   4670.500    3132.400      308.9066167       60.1157222      27.382       0.174      26.930       0.072      26.550       0.133 
   3021.350    1611.140      308.8833813       60.1375014      26.792       0.137      26.699       0.068      26.635       0.207 
   4860.740    3426.460      308.9084272       60.1119790      27.058       0.135      26.780       0.066      26.579       0.156 
   3650.970    3384.910      308.8835291       60.1168043      26.977       0.136      26.777       0.073      26.641       0.197 
   1109.030    1095.660      308.8472712       60.1497891      26.842       0.118      26.658       0.075      26.483       0.220 
   4566.240    3014.480      308.9053078       60.1173249      26.765       0.141      26.770       0.073      26.719       0.189 
   1531.600    2274.250      308.8474724       60.1360217      27.438       0.200      27.173       0.090      26.871       0.156 
    993.640    1804.450      308.8396858       60.1428487      26.782       0.126      26.743       0.104      26.615       0.213 
   3890.590    3439.990      308.8881186       60.1153627      27.704       0.209      27.135       0.076      26.627       0.115 
   3681.430     849.650      308.9027178       60.1430078      27.426       0.226      27.428       0.119      27.328       0.261 
   2225.580    2268.450      308.8619840       60.1335657      27.759       0.272      27.076       0.079      26.597       0.171 
   2589.280    2701.130      308.8664031       60.1277549      27.452       0.230      27.078       0.105      26.839       0.231 
   4296.040    4699.970      308.8873510       60.1008125      26.684       0.108      26.647       0.092      26.546       0.195 
   4739.060    1008.020      308.9236054       60.1375199      27.740       0.203      27.053       0.087      26.464       0.132 
   2634.230    2188.900      308.8710849       60.1329091      27.119       0.144      26.882       0.070      26.694       0.201 
   1545.150    1358.590      308.8544461       60.1454785      27.648       0.229      27.060       0.071      26.638       0.167 
   2998.110    1357.160      308.8847553       60.1402220      27.584       0.239      27.392       0.105      27.101       0.166 
   2954.440    1805.880      308.8805616       60.1357229      27.608       0.244      27.284       0.087      27.041       0.253 
   4862.220    1236.240      308.9244997       60.1347036      27.125       0.138      26.769       0.073      26.430       0.149 
   4493.740    3403.880      308.9009478       60.1135468      26.894       0.128      26.808       0.074      26.717       0.218 
   2424.330    1562.410      308.8712901       60.1401739      27.205       0.165      26.899       0.066      26.666       0.192 
   1941.780     859.560      308.8663675       60.1492206      26.682       0.104      26.645       0.082      26.578       0.229 
   1059.060    4079.130      308.8244462       60.1189946      26.852       0.137      26.704       0.085      26.507       0.169 
   3341.870    3588.910      308.8755975       60.1158087      27.764       0.251      27.101       0.078      26.621       0.159 
   4837.400    3648.600      308.9063153       60.1097583      27.058       0.158      26.833       0.071      26.555       0.141 
   1680.990    1289.810      308.8577821       60.1457000      27.085       0.164      26.896       0.073      26.688       0.172 
   4304.180    4570.930      308.8884639       60.1021223      26.602       0.096      26.607       0.075      26.566       0.214 
   1124.080    1806.570      308.8423907       60.1423540      27.217       0.161      26.899       0.071      26.658       0.181 
    956.150    1553.540      308.8407367       60.1455895      27.514       0.198      27.324       0.133      27.057       0.271 
   2093.650    4406.730      308.8436163       60.1118455      27.549       0.231      26.972       0.085      26.540       0.163 
   4554.460    4807.370      308.8919471       60.0987594      26.710       0.121      26.658       0.077      26.519       0.177 
   2352.630    1446.560      308.8706424       60.1416367      27.387       0.233      27.094       0.091      26.838       0.205 
   2192.360    1036.000      308.8703031       60.1464799      27.610       0.222      27.260       0.091      26.944       0.191 
    961.340    2415.660      308.8345486       60.1366199      27.309       0.170      27.067       0.092      26.862       0.211 
   1641.620     774.400      308.8607294       60.1511933      27.238       0.176      27.130       0.111      26.953       0.271 
   1567.580     904.750      308.8582319       60.1501086      27.823       0.240      27.208       0.106      26.721       0.190 
   4862.330    3501.900      308.9079082       60.1111902      27.543       0.238      26.996       0.070      26.615       0.178 
   3435.870    4849.040      308.8683478       60.1023870      27.235       0.153      26.955       0.068      26.616       0.122 
   4044.250    3608.470      308.8900876       60.1130560      27.371       0.191      26.962       0.081      26.560       0.111 
   3118.690    2290.560      308.8804401       60.1300957      27.538       0.239      27.182       0.092      26.817       0.137 
   1288.080    2032.130      308.8441632       60.1394179      26.700       0.146      26.705       0.077      26.661       0.208 
   2528.060    2729.150      308.8649222       60.1276861      27.767       0.255      27.117       0.076      26.696       0.219 
   2308.410    1129.870      308.8720366       60.1450845      27.513       0.202      27.023       0.065      26.669       0.172 
   2342.530    3502.360      308.8554058       60.1203322      27.511       0.189      27.157       0.084      26.867       0.187 
   4591.530    3309.450      308.9036759       60.1141716      27.104       0.142      26.833       0.075      26.603       0.153 
   4606.590    3037.430      308.9059804       60.1169401      27.373       0.206      26.937       0.083      26.559       0.136 
   4560.810    3048.790      308.9049436       60.1169885      26.814       0.133      26.744       0.079      26.660       0.204 
   1176.650    1935.740      308.8425435       60.1408225      27.125       0.188      26.998       0.081      26.825       0.190 
   2807.710    4605.520      308.8570419       60.1071933      27.070       0.137      26.877       0.068      26.584       0.096 
   2341.210    2685.220      308.8613485       60.1288199      27.389       0.199      26.975       0.085      26.651       0.180 
   2444.730    1884.820      308.8693577       60.1367531      27.179       0.198      26.948       0.089      26.762       0.275 
   1513.900    3811.320      308.8358803       60.1201278      27.637       0.209      27.064       0.078      26.596       0.140 
   1198.190     777.340      308.8514578       60.1527706      27.595       0.181      27.014       0.087      26.472       0.132 
   2404.710    4271.530      308.8510845       60.1121217      27.489       0.205      27.246       0.086      26.884       0.121 
   1288.720    1572.670      308.8475334       60.1441856      26.932       0.158      26.805       0.070      26.698       0.217 
   4289.130    4703.100      308.8871843       60.1008051      27.256       0.140      26.801       0.071      26.468       0.186 
   2310.040    4426.890      308.8479778       60.1108519      27.039       0.131      26.830       0.066      26.678       0.221 
   2305.370    2665.190      308.8607478       60.1291578      27.027       0.169      26.876       0.077      26.638       0.142 
   3132.330     962.040      308.8904458       60.1438358      27.257       0.164      27.054       0.078      26.822       0.159 
   3715.820     838.750      308.9035146       60.1429960      26.908       0.132      26.784       0.063      26.680       0.212 
   4614.340    4226.890      308.8974389       60.1045668      26.864       0.160      26.717       0.134      26.438       0.234 
   1094.780    1895.880      308.8411273       60.1415329      27.558       0.271      27.293       0.101      26.999       0.184 
   4216.120    3224.250      308.8964786       60.1164197      26.867       0.149      26.802       0.074      26.677       0.161 
   1067.440    1399.650      308.8441823       60.1467839      27.211       0.163      26.890       0.084      26.595       0.199 
   4286.100    4701.030      308.8871363       60.1008376      27.369       0.170      26.929       0.083      26.536       0.156 
   4457.490    4437.460      308.8926325       60.1029509      27.862       0.261      27.131       0.076      26.537       0.131 
   2406.400     867.840      308.8759972       60.1474489      27.244       0.185      26.992       0.081      26.797       0.239 
   4087.140    4460.020      308.8847546       60.1040615      26.887       0.124      26.764       0.062      26.622       0.179 
   3837.560    1314.340      308.9025695       60.1376177      26.921       0.174      26.871       0.072      26.719       0.146 
   1104.840    1400.560      308.8449557       60.1466389      27.429       0.238      26.896       0.090      26.460       0.185 
   2553.380    2207.800      308.8692612       60.1330062      27.209       0.238      27.294       0.112      27.133       0.157 
   3320.960    2270.440      308.8848032       60.1295703      27.272       0.212      27.051       0.080      26.848       0.200 
   2674.900    1554.750      308.8765707       60.1393442      27.286       0.196      27.030       0.079      26.750       0.153 
   2812.750    1697.850      308.8783980       60.1373585      26.867       0.149      26.775       0.075      26.652       0.184 
   2309.550    1117.170      308.8721533       60.1452122      26.992       0.160      27.206       0.121      27.212       0.256 
   2251.230    1994.530      308.8645212       60.1363162      26.818       0.114      26.828       0.082      26.789       0.217 
   2045.520    1747.970      308.8620345       60.1396218      27.750       0.249      27.103       0.072      26.605       0.139 
   1926.030    1241.730      308.8632441       60.1453105      27.163       0.159      27.005       0.078      26.822       0.189 
   4612.760    3246.360      308.9045798       60.1147493      27.906       0.267      27.210       0.074      26.798       0.235 
   2858.460    3907.310      308.8631987       60.1142574      27.596       0.240      27.118       0.088      26.662       0.135 
   2205.010    1249.380      308.8690062       60.1442191      27.146       0.151      26.956       0.070      26.831       0.259 
   2505.400    2263.790      308.8678516       60.1325991      27.496       0.205      27.046       0.074      26.734       0.198 
   4578.430    3477.760      308.9021713       60.1124724      26.995       0.152      26.856       0.070      26.691       0.167 
   2437.580    2249.960      308.8665389       60.1329887      27.725       0.269      27.332       0.112      26.952       0.201 
   1422.330    1763.590      308.8489248       60.1417193      27.193       0.189      27.045       0.093      26.867       0.219 
   4780.990    4004.480      308.9025365       60.1062697      27.725       0.222      27.165       0.107      26.570       0.130 
   3738.060    3140.770      308.8871291       60.1190223      26.918       0.169      26.866       0.072      26.736       0.183 
   2679.440    1765.640      308.8751227       60.1371386      27.000       0.146      27.129       0.098      27.095       0.236 
   1322.200    1666.400      308.8475467       60.1430912      27.273       0.172      26.971       0.078      26.698       0.173 
   3997.330    3820.490      308.8875597       60.1110257      27.004       0.156      26.845       0.067      26.719       0.199 
   3764.420    3148.900      308.8876189       60.1188422      26.799       0.139      26.798       0.084      26.739       0.195 
   4416.450    2436.130      308.9064206       60.1238716      27.310       0.181      26.989       0.081      26.787       0.221 
   4833.240    3886.380      308.9044887       60.1073056      27.499       0.203      27.097       0.078      26.649       0.097 
   1842.290    1248.070      308.8614513       60.1455484      27.624       0.209      27.146       0.074      26.731       0.143 
   4658.050    3129.100      308.9063815       60.1158017      26.978       0.161      26.835       0.083      26.622       0.137 
   3194.180    4225.960      308.8678651       60.1097318      27.201       0.154      26.924       0.065      26.747       0.201 
   2134.570    1596.360      308.8649999       60.1408727      27.498       0.256      27.081       0.079      26.740       0.159 
   3765.430    4923.110      308.8746703       60.1004224      27.706       0.202      27.032       0.101      26.483       0.144 
   2385.690    3804.210      308.8541006       60.1170421      27.435       0.192      27.042       0.088      26.762       0.214 
   4338.130    3286.030      308.8985684       60.1153353      27.345       0.174      26.962       0.067      26.715       0.184 
   1251.970    4567.140      308.8249073       60.1132290      26.905       0.112      26.678       0.077      26.483       0.196 
   1856.970    1064.500      308.8630998       60.1474008      27.438       0.189      27.518       0.170      27.328       0.234 
   2468.140    3260.750      308.8597886       60.1223849      27.570       0.215      27.132       0.109      26.768       0.217 
   4041.720    4255.230      308.8853057       60.1063521      26.848       0.155      26.940       0.083      26.712       0.092 
   1596.510    1283.960      308.8560629       60.1460671      26.531       0.105      26.720       0.103      26.689       0.194 
   2823.620    1925.260      308.8769611       60.1349585      27.627       0.270      27.532       0.126      27.247       0.164 
   1724.470    4338.590      308.8364209       60.1138906      27.955       0.246      27.176       0.070      26.596       0.134 
   2211.860    4532.460      308.8451616       60.1101118      27.499       0.188      27.052       0.069      26.664       0.125 
   3188.510    2962.510      308.8769812       60.1228674      27.659       0.265      27.472       0.123      27.249       0.226 
   2205.980    1324.150      308.8684796       60.1434394      27.192       0.175      27.039       0.081      26.836       0.178 
   1896.540    1320.800      308.8620509       60.1445966      27.491       0.245      27.499       0.141      27.315       0.211 
   1049.430    1618.770      308.8422057       60.1445743      27.306       0.179      27.078       0.128      26.793       0.213 
   2340.970    3832.510      308.8529620       60.1169104      26.937       0.149      26.858       0.073      26.750       0.179 
   1020.960    1957.280      308.8391393       60.1411630      27.249       0.225      27.143       0.096      26.907       0.159 
   1047.410    1514.510      308.8429253       60.1456640      27.266       0.202      27.008       0.104      26.764       0.239 
   1009.020    2015.180      308.8384674       60.1406051      27.459       0.234      27.051       0.082      26.782       0.231 
   1055.780    1833.880      308.8407668       60.1423180      26.772       0.141      26.774       0.075      26.721       0.207 
   1027.990    1776.760      308.8406044       60.1430117      27.700       0.259      27.483       0.186      27.181       0.271 
   1115.290    4483.030      308.8226723       60.1145973      27.120       0.147      26.806       0.111      26.511       0.176 
   1395.250    2040.060      308.8463401       60.1389472      27.405       0.202      27.046       0.089      26.737       0.172 
    970.180    1846.150      308.8388919       60.1425007      26.888       0.199      26.955       0.094      26.859       0.180 
   3123.070    2298.230      308.8804753       60.1300002      27.380       0.216      27.097       0.101      26.884       0.225 
   2142.100    1718.260      308.8642656       60.1395800      27.124       0.170      27.048       0.089      26.866       0.170 
   4079.070    4248.660      308.8861316       60.1062847      26.884       0.132      26.845       0.066      26.833       0.248 
   4523.170    3145.870      308.9034489       60.1161177      27.439       0.246      27.027       0.077      26.754       0.205 
   1352.960    4637.740      308.8264969       60.1121303      27.138       0.159      26.823       0.076      26.522       0.165 
