         id               ra              dec             flux      type           n               re              phi            ratio     notes 
       6318       53.0680693      -27.8508017        1.2560205    sersic       6.178        2.4320000      -32.6400000        0.4645000   comment 
       6319       53.1605636      -27.8508137        0.2909393    sersic       3.633        0.3090000      -12.6460000        0.0701000   comment 
       6320       53.1017422      -27.8509732        1.6435902     point       4.802        0.4880000      -53.0500000        0.3216000   comment 
       6321       53.0846325      -27.8510443        1.8347473    sersic       1.462        1.5430000      -14.5960000        0.2828000   comment 
       6322       53.1602181      -27.8509935        1.8369212    sersic       4.396        0.7810000       -1.5460000        0.0264000   comment 
       6323       53.1396114      -27.8513928        6.7773439    sersic       1.645        1.1480000      -68.2680000        0.3808000   comment 
       6324       53.1469854      -27.8507678        0.7750360    sersic       1.913        0.7480000       48.0280000        0.1399000   comment 
       6325       53.0588273      -27.8507568        0.6568822    sersic       1.031        0.3160000      -26.2950000        0.6667000   comment 
       6326       53.1652519      -27.8511259        4.6217016    sersic       0.857        2.4080000       30.4850000        0.8434000   comment 
       6327       53.1782778      -27.8507218        0.7866133    sersic       3.717        1.9240000      -29.2730000        0.2951000   comment 
       6328       53.0806666      -27.8507570        0.7963777    sersic       1.037        1.2700000       14.6660000        0.4846000   comment 
       6329       53.1235159      -27.8506727        0.6298283    sersic       2.569        1.5360000       58.3930000        0.4705000   comment 
       6332       53.1224813      -27.8510574        3.0664372    sersic       2.370        1.6750000       79.2880000        0.7700000   comment 
       6334       53.1103995      -27.8506250        0.7251419    sersic       1.225        1.4080000       33.1700000        0.7061000   comment 
       6336       53.1636681      -27.8513335        9.9495264    sersic       7.238        9.3900000      -64.5340000        0.2644000   comment 
       6342       53.0955295      -27.8512778       30.9734185    sersic       0.637        3.2380000       83.9320000        0.5787000   comment 
       6345       53.0833370      -27.8505579        0.6798181    sersic       0.702        2.3110000       28.2830000        0.5027000   comment 
       6346       53.1466090      -27.8509500        4.5469738    sersic       0.653        1.8550000       66.8510000        0.4851000   comment 
       6347       53.1669851      -27.8505375        0.6067389    sersic       0.451        3.9970000      -85.4330000        0.3338000   comment 
       6351       53.1601122      -27.8506566        1.2321161    sersic       4.840        2.5020000       89.5650000        0.3438000   comment 
       6352       53.0803392      -27.8505757        2.5531968    sersic       2.534        0.9350000       78.3320000        0.6263000   comment 
       6354       53.0903434      -27.8509006        3.5702236    sersic       2.007        1.6080000        2.1440000        0.6744000   comment 
       6355       53.1339596      -27.8507240        4.6635872    sersic       0.624        3.9580000      -80.8190000        0.1878000   comment 
       6356       53.1936782      -27.8504891        1.1560860    sersic       0.564        1.5800000       28.8420000        0.5006000   comment 
       6358       53.1080053      -27.8505091        0.7101934    sersic       2.890        2.2100000       38.2610000        0.1734000   comment 
       6359       53.1493990      -27.8512973        6.7222517    sersic       0.439        3.9660000       -0.8490000        0.3585000   comment 
       6361       53.1107492      -27.8504290        0.3682848    sersic       0.687        0.5300000       -5.8980000        0.4031000   comment 
