         T         c12         c13         c14 
  30349.27  -0.4160212  -0.6722938  -0.8454701 
  30363.25  -0.4161802  -0.6725026  -0.8457122 
  30377.24  -0.4163391  -0.6727113  -0.8459542 
  30391.23  -0.4164980  -0.6729199  -0.8461960 
  30405.23  -0.4166568  -0.6731284  -0.8464377 
  30419.24  -0.4168154  -0.6733367  -0.8466793 
  30433.25  -0.4169740  -0.6735449  -0.8469208 
  30447.27  -0.4171325  -0.6737530  -0.8471621 
  30461.30  -0.4172909  -0.6739611  -0.8474033 
  30475.33  -0.4174492  -0.6741689  -0.8476444 
  30489.37  -0.4176075  -0.6743767  -0.8478853 
  30503.41  -0.4177656  -0.6745844  -0.8481261 
  30517.46  -0.4179237  -0.6747919  -0.8483668 
  30531.52  -0.4180817  -0.6749994  -0.8486073 
  30545.59  -0.4182395  -0.6752067  -0.8488477 
  30559.66  -0.4183973  -0.6754139  -0.8490880 
  30573.74  -0.4185550  -0.6756210  -0.8493281 
  30587.82  -0.4187127  -0.6758280  -0.8495681 
  30601.91  -0.4188702  -0.6760348  -0.8498080 
  30616.01  -0.4190276  -0.6762416  -0.8500478 
  30630.11  -0.4191850  -0.6764482  -0.8502874 
  30644.22  -0.4193423  -0.6766548  -0.8505269 
  30658.34  -0.4194995  -0.6768612  -0.8507663 
  30672.46  -0.4196566  -0.6770675  -0.8510055 
  30686.59  -0.4198136  -0.6772737  -0.8512446 
  30700.73  -0.4199705  -0.6774797  -0.8514836 
  30714.87  -0.4201273  -0.6776857  -0.8517224 
  30729.02  -0.4202841  -0.6778915  -0.8519611 
  30743.18  -0.4204407  -0.6780973  -0.8521997 
  30757.34  -0.4205973  -0.6783029  -0.8524382 
  30771.51  -0.4207538  -0.6785084  -0.8526765 
  30785.69  -0.4209102  -0.6787138  -0.8529147 
  30799.87  -0.4210665  -0.6789191  -0.8531528 
  30814.06  -0.4212228  -0.6791243  -0.8533907 
  30828.25  -0.4213789  -0.6793293  -0.8536285 
  30842.45  -0.4215350  -0.6795343  -0.8538662 
  30856.66  -0.4216909  -0.6797391  -0.8541038 
  30870.88  -0.4218468  -0.6799439  -0.8543412 
  30885.10  -0.4220026  -0.6801485  -0.8545785 
  30899.33  -0.4221583  -0.6803530  -0.8548157 
  30913.56  -0.4223139  -0.6805574  -0.8550527 
  30927.80  -0.4224695  -0.6807617  -0.8552896 
  30942.05  -0.4226249  -0.6809658  -0.8555264 
  30956.30  -0.4227803  -0.6811699  -0.8557631 
  30970.56  -0.4229356  -0.6813738  -0.8559996 
  30984.83  -0.4230908  -0.6815776  -0.8562360 
  30999.10  -0.4232459  -0.6817814  -0.8564723 
  31013.38  -0.4234009  -0.6819850  -0.8567084 
  31027.67  -0.4235558  -0.6821885  -0.8569444 
  31041.96  -0.4237107  -0.6823919  -0.8571803 
  31056.26  -0.4238655  -0.6825951  -0.8574161 
  31070.57  -0.4240201  -0.6827983  -0.8576517 
  31084.88  -0.4241747  -0.6830014  -0.8578872 
  31099.20  -0.4243292  -0.6832043  -0.8581226 
  31113.53  -0.4244837  -0.6834071  -0.8583578 
  31127.86  -0.4246380  -0.6836099  -0.8585930 
  31142.20  -0.4247922  -0.6838125  -0.8588280 
  31156.55  -0.4249464  -0.6840150  -0.8590628 
  31170.90  -0.4251005  -0.6842173  -0.8592976 
  31185.26  -0.4252545  -0.6844196  -0.8595322 
  31199.63  -0.4254084  -0.6846218  -0.8597667 
  31214.00  -0.4255622  -0.6848238  -0.8600010 
  31228.38  -0.4257160  -0.6850258  -0.8602353 
  31242.77  -0.4258696  -0.6852276  -0.8604694 
  31257.16  -0.4260232  -0.6854294  -0.8607033 
  31271.56  -0.4261767  -0.6856310  -0.8609372 
  31285.96  -0.4263301  -0.6858325  -0.8611709 
  31300.38  -0.4264834  -0.6860339  -0.8614045 
  31314.80  -0.4266366  -0.6862352  -0.8616380 
  31329.22  -0.4267898  -0.6864363  -0.8618713 
  31343.65  -0.4269428  -0.6866374  -0.8621046 
  31358.09  -0.4270958  -0.6868384  -0.8623376 
  31372.54  -0.4272487  -0.6870392  -0.8625706 
  31386.99  -0.4274015  -0.6872399  -0.8628035 
  31401.45  -0.4275542  -0.6874406  -0.8630362 
  31415.92  -0.4277069  -0.6876411  -0.8632688 
  31430.39  -0.4278594  -0.6878415  -0.8635012 
  31444.87  -0.4280119  -0.6880418  -0.8637336 
  31459.35  -0.4281643  -0.6882420  -0.8639658 
  31473.84  -0.4283166  -0.6884420  -0.8641979 
  31488.34  -0.4284688  -0.6886420  -0.8644298 
  31502.85  -0.4286209  -0.6888419  -0.8646617 
  31517.36  -0.4287730  -0.6890416  -0.8648934 
  31531.88  -0.4289249  -0.6892413  -0.8651250 
  31546.41  -0.4290768  -0.6894408  -0.8653564 
  31560.94  -0.4292286  -0.6896402  -0.8655878 
  31575.48  -0.4293803  -0.6898395  -0.8658190 
  31590.02  -0.4295320  -0.6900388  -0.8660500 
  31604.58  -0.4296835  -0.6902379  -0.8662810 
  31619.14  -0.4298350  -0.6904368  -0.8665118 
  31633.70  -0.4299863  -0.6906357  -0.8667426 
  31648.27  -0.4301376  -0.6908345  -0.8669731 
  31662.85  -0.4302888  -0.6910332  -0.8672036 
  31677.44  -0.4304400  -0.6912317  -0.8674339 
  31692.03  -0.4305910  -0.6914302  -0.8676641 
  31706.63  -0.4307420  -0.6916285  -0.8678942 
  31721.24  -0.4308928  -0.6918267  -0.8681242 
  31735.85  -0.4310436  -0.6920249  -0.8683540 
  31750.47  -0.4311944  -0.6922229  -0.8685838 
  31765.10  -0.4313450  -0.6924208  -0.8688133 
  31779.73  -0.4314955  -0.6926186  -0.8690428 
  31794.37  -0.4316460  -0.6928163  -0.8692722 
  31809.02  -0.4317964  -0.6930139  -0.8695014 
  31823.67  -0.4319467  -0.6932113  -0.8697305 
  31838.33  -0.4320969  -0.6934087  -0.8699594 
  31853.00  -0.4322470  -0.6936060  -0.8701883 
  31867.67  -0.4323970  -0.6938031  -0.8704170 
  31882.35  -0.4325470  -0.6940002  -0.8706456 
  31897.04  -0.4326969  -0.6941971  -0.8708741 
  31911.73  -0.4328467  -0.6943939  -0.8711024 
  31926.43  -0.4329964  -0.6945906  -0.8713307 
  31941.14  -0.4331460  -0.6947873  -0.8715588 
  31955.86  -0.4332956  -0.6949838  -0.8717868 
  31970.58  -0.4334450  -0.6951802  -0.8720146 
  31985.30  -0.4335944  -0.6953765  -0.8722424 
  32000.04  -0.4337437  -0.6955726  -0.8724700 
  32014.78  -0.4338929  -0.6957687  -0.8726975 
  32029.53  -0.4340421  -0.6959647  -0.8729248 
  32044.28  -0.4341911  -0.6961606  -0.8731521 
  32059.05  -0.4343401  -0.6963563  -0.8733792 
  32073.81  -0.4344890  -0.6965520  -0.8736062 
  32088.59  -0.4346378  -0.6967475  -0.8738331 
  32103.37  -0.4347865  -0.6969430  -0.8740598 
  32118.16  -0.4349352  -0.6971383  -0.8742865 
  32132.96  -0.4350837  -0.6973335  -0.8745130 
  32147.76  -0.4352322  -0.6975286  -0.8747394 
  32162.57  -0.4353806  -0.6977237  -0.8749656 
  32177.39  -0.4355289  -0.6979186  -0.8751918 
  32192.21  -0.4356772  -0.6981134  -0.8754178 
  32207.04  -0.4358253  -0.6983081  -0.8756437 
  32221.88  -0.4359734  -0.6985027  -0.8758695 
  32236.72  -0.4361214  -0.6986971  -0.8760951 
  32251.57  -0.4362693  -0.6988915  -0.8763207 
  32266.43  -0.4364171  -0.6990858  -0.8765461 
  32281.29  -0.4365649  -0.6992800  -0.8767714 
  32296.16  -0.4367125  -0.6994740  -0.8769965 
  32311.04  -0.4368601  -0.6996680  -0.8772216 
  32325.92  -0.4370076  -0.6998618  -0.8774465 
  32340.82  -0.4371550  -0.7000556  -0.8776713 
  32355.71  -0.4373024  -0.7002492  -0.8778960 
  32370.62  -0.4374496  -0.7004427  -0.8781206 
  32385.53  -0.4375968  -0.7006362  -0.8783450 
  32400.45  -0.4377439  -0.7008295  -0.8785693 
  32415.38  -0.4378909  -0.7010227  -0.8787935 
  32430.31  -0.4380379  -0.7012158  -0.8790176 
  32445.25  -0.4381847  -0.7014088  -0.8792416 
  32460.20  -0.4383315  -0.7016017  -0.8794654 
  32475.15  -0.4384782  -0.7017945  -0.8796891 
  32490.11  -0.4386248  -0.7019872  -0.8799127 
  32505.08  -0.4387713  -0.7021798  -0.8801362 
  32520.05  -0.4389178  -0.7023723  -0.8803596 
  32535.03  -0.4390641  -0.7025647  -0.8805828 
  32550.02  -0.4392104  -0.7027569  -0.8808059 
  32565.01  -0.4393566  -0.7029491  -0.8810289 
  32580.02  -0.4395027  -0.7031412  -0.8812518 
  32595.02  -0.4396488  -0.7033331  -0.8814745 
  32610.04  -0.4397947  -0.7035250  -0.8816972 
  32625.06  -0.4399406  -0.7037167  -0.8819197 
  32640.09  -0.4400864  -0.7039084  -0.8821421 
  32655.13  -0.4402322  -0.7040999  -0.8823644 
  32670.17  -0.4403778  -0.7042914  -0.8825865 
  32685.22  -0.4405234  -0.7044827  -0.8828086 
  32700.28  -0.4406688  -0.7046739  -0.8830305 
  32715.34  -0.4408143  -0.7048651  -0.8832523 
  32730.41  -0.4409596  -0.7050561  -0.8834739 
  32745.49  -0.4411048  -0.7052470  -0.8836955 
  32760.58  -0.4412500  -0.7054378  -0.8839169 
  32775.67  -0.4413951  -0.7056285  -0.8841383 
  32790.77  -0.4415401  -0.7058191  -0.8843595 
  32805.87  -0.4416850  -0.7060096  -0.8845805 
  32820.99  -0.4418298  -0.7062000  -0.8848015 
  32836.10  -0.4419746  -0.7063903  -0.8850223 
  32851.23  -0.4421193  -0.7065805  -0.8852431 
  32866.37  -0.4422639  -0.7067706  -0.8854637 
  32881.51  -0.4424084  -0.7069606  -0.8856842 
  32896.65  -0.4425529  -0.7071505  -0.8859045 
  32911.81  -0.4426972  -0.7073403  -0.8861248 
  32926.97  -0.4428415  -0.7075299  -0.8863449 
  32942.14  -0.4429857  -0.7077195  -0.8865649 
  32957.31  -0.4431298  -0.7079090  -0.8867848 
  32972.50  -0.4432739  -0.7080984  -0.8870046 
  32987.68  -0.4434179  -0.7082876  -0.8872242 
  33002.88  -0.4435618  -0.7084768  -0.8874438 
  33018.08  -0.4437056  -0.7086658  -0.8876632 
  33033.29  -0.4438493  -0.7088548  -0.8878825 
  33048.51  -0.4439930  -0.7090436  -0.8881017 
  33063.74  -0.4441365  -0.7092324  -0.8883208 
  33078.97  -0.4442800  -0.7094210  -0.8885397 
  33094.21  -0.4444234  -0.7096096  -0.8887585 
  33109.45  -0.4445668  -0.7097980  -0.8889772 
  33124.70  -0.4447100  -0.7099864  -0.8891958 
  33139.96  -0.4448532  -0.7101746  -0.8894143 
  33155.23  -0.4449963  -0.7103628  -0.8896327 
  33170.50  -0.4451393  -0.7105508  -0.8898509 
  33185.79  -0.4452823  -0.7107387  -0.8900690 
  33201.07  -0.4454252  -0.7109266  -0.8902871 
  33216.37  -0.4455679  -0.7111143  -0.8905049 
  33231.67  -0.4457106  -0.7113019  -0.8907227 
  33246.98  -0.4458533  -0.7114894  -0.8909404 
  33262.29  -0.4459958  -0.7116769  -0.8911579 
  33277.62  -0.4461383  -0.7118642  -0.8913753 
  33292.95  -0.4462807  -0.7120514  -0.8915926 
  33308.28  -0.4464230  -0.7122385  -0.8918098 
  33323.63  -0.4465653  -0.7124255  -0.8920269 
  33338.98  -0.4467074  -0.7126125  -0.8922439 
  33354.34  -0.4468495  -0.7127993  -0.8924607 
  33369.70  -0.4469915  -0.7129860  -0.8926774 
  33385.07  -0.4471334  -0.7131726  -0.8928940 
  33400.45  -0.4472753  -0.7133591  -0.8931105 
  33415.84  -0.4474171  -0.7135455  -0.8933269 
  33431.23  -0.4475587  -0.7137318  -0.8935431 
  33446.64  -0.4477004  -0.7139180  -0.8937593 
  33462.04  -0.4478419  -0.7141041  -0.8939753 
  33477.46  -0.4479834  -0.7142901  -0.8941912 
  33492.88  -0.4481247  -0.7144760  -0.8944070 
  33508.31  -0.4482660  -0.7146618  -0.8946227 
  33523.75  -0.4484073  -0.7148476  -0.8948382 
  33539.19  -0.4485484  -0.7150332  -0.8950537 
  33554.64  -0.4486895  -0.7152187  -0.8952690 
  33570.10  -0.4488305  -0.7154041  -0.8954842 
  33585.56  -0.4489714  -0.7155894  -0.8956993 
  33601.03  -0.4491122  -0.7157746  -0.8959143 
  33616.51  -0.4492530  -0.7159597  -0.8961292 
  33632.00  -0.4493937  -0.7161447  -0.8963439 
  33647.49  -0.4495343  -0.7163296  -0.8965586 
  33662.99  -0.4496748  -0.7165143  -0.8967731 
  33678.50  -0.4498153  -0.7166990  -0.8969875 
  33694.01  -0.4499557  -0.7168836  -0.8972018 
  33709.54  -0.4500960  -0.7170681  -0.8974159 
  33725.06  -0.4502362  -0.7172525  -0.8976300 
  33740.60  -0.4503763  -0.7174368  -0.8978439 
  33756.14  -0.4505164  -0.7176210  -0.8980578 
  33771.69  -0.4506564  -0.7178051  -0.8982715 
  33787.25  -0.4507963  -0.7179891  -0.8984851 
  33802.82  -0.4509361  -0.7181730  -0.8986986 
  33818.39  -0.4510759  -0.7183568  -0.8989120 
  33833.97  -0.4512156  -0.7185405  -0.8991252 
  33849.55  -0.4513552  -0.7187241  -0.8993383 
  33865.15  -0.4514947  -0.7189076  -0.8995514 
  33880.75  -0.4516342  -0.7190910  -0.8997643 
  33896.36  -0.4517736  -0.7192743  -0.8999771 
  33911.97  -0.4519129  -0.7194575  -0.9001898 
  33927.59  -0.4520521  -0.7196406  -0.9004023 
  33943.22  -0.4521912  -0.7198236  -0.9006148 
  33958.86  -0.4523303  -0.7200066  -0.9008271 
  33974.50  -0.4524693  -0.7201894  -0.9010394 
  33990.15  -0.4526082  -0.7203721  -0.9012515 
  34005.81  -0.4527471  -0.7205547  -0.9014635 
  34021.48  -0.4528858  -0.7207372  -0.9016754 
  34037.15  -0.4530245  -0.7209196  -0.9018871 
  34052.83  -0.4531632  -0.7211019  -0.9020988 
  34068.52  -0.4533017  -0.7212841  -0.9023104 
  34084.21  -0.4534402  -0.7214662  -0.9025218 
  34099.91  -0.4535785  -0.7216482  -0.9027331 
  34115.62  -0.4537169  -0.7218302  -0.9029443 
  34131.34  -0.4538551  -0.7220120  -0.9031554 
  34147.06  -0.4539933  -0.7221937  -0.9033664 
  34162.79  -0.4541313  -0.7223753  -0.9035773 
  34178.53  -0.4542694  -0.7225569  -0.9037880 
  34194.27  -0.4544073  -0.7227383  -0.9039986 
  34210.03  -0.4545452  -0.7229196  -0.9042092 
  34225.79  -0.4546829  -0.7231008  -0.9044196 
  34241.55  -0.4548206  -0.7232820  -0.9046299 
  34257.33  -0.4549583  -0.7234630  -0.9048401 
  34273.11  -0.4550958  -0.7236439  -0.9050502 
  34288.90  -0.4552333  -0.7238248  -0.9052601 
  34304.69  -0.4553707  -0.7240055  -0.9054700 
  34320.50  -0.4555081  -0.7241862  -0.9056797 
  34336.31  -0.4556453  -0.7243667  -0.9058893 
  34352.12  -0.4557825  -0.7245471  -0.9060989 
  34367.95  -0.4559196  -0.7247275  -0.9063083 
  34383.78  -0.4560566  -0.7249077  -0.9065175 
  34399.62  -0.4561936  -0.7250879  -0.9067267 
  34415.47  -0.4563305  -0.7252680  -0.9069358 
  34431.32  -0.4564673  -0.7254479  -0.9071447 
  34447.18  -0.4566040  -0.7256278  -0.9073536 
  34463.05  -0.4567407  -0.7258075  -0.9075623 
  34478.93  -0.4568772  -0.7259872  -0.9077709 
  34494.81  -0.4570137  -0.7261668  -0.9079794 
  34510.70  -0.4571502  -0.7263463  -0.9081878 
  34526.60  -0.4572865  -0.7265256  -0.9083961 
  34542.51  -0.4574228  -0.7267049  -0.9086043 
  34558.42  -0.4575590  -0.7268841  -0.9088123 
  34574.34  -0.4576952  -0.7270632  -0.9090203 
  34590.27  -0.4578312  -0.7272422  -0.9092281 
  34606.20  -0.4579672  -0.7274211  -0.9094358 
  34622.14  -0.4581031  -0.7275998  -0.9096435 
  34638.09  -0.4582390  -0.7277785  -0.9098510 
  34654.05  -0.4583747  -0.7279571  -0.9100584 
  34670.01  -0.4585104  -0.7281357  -0.9102656 
  34685.98  -0.4586460  -0.7283141  -0.9104728 
  34701.96  -0.4587816  -0.7284924  -0.9106799 
  34717.95  -0.4589170  -0.7286706  -0.9108868 
  34733.94  -0.4590524  -0.7288487  -0.9110937 
  34749.94  -0.4591877  -0.7290267  -0.9113004 
  34765.95  -0.4593230  -0.7292047  -0.9115070 
  34781.97  -0.4594581  -0.7293825  -0.9117135 
  34797.99  -0.4595932  -0.7295602  -0.9119199 
  34814.02  -0.4597283  -0.7297379  -0.9121262 
  34830.06  -0.4598632  -0.7299154  -0.9123324 
  34846.10  -0.4599981  -0.7300929  -0.9125384 
  34862.16  -0.4601329  -0.7302702  -0.9127444 
  34878.22  -0.4602676  -0.7304475  -0.9129502 
  34894.28  -0.4604023  -0.7306246  -0.9131559 
  34910.36  -0.4605368  -0.7308017  -0.9133616 
  34926.44  -0.4606713  -0.7309787  -0.9135671 
  34942.53  -0.4608058  -0.7311555  -0.9137725 
  34958.63  -0.4609401  -0.7313323  -0.9139778 
  34974.73  -0.4610744  -0.7315090  -0.9141830 
  34990.84  -0.4612086  -0.7316856  -0.9143880 
  35006.96  -0.4613428  -0.7318621  -0.9145930 
  35023.09  -0.4614768  -0.7320385  -0.9147979 
  35039.22  -0.4616108  -0.7322148  -0.9150026 
  35055.36  -0.4617447  -0.7323910  -0.9152072 
  35071.51  -0.4618786  -0.7325671  -0.9154118 
  35087.67  -0.4620124  -0.7327431  -0.9156162 
  35103.83  -0.4621461  -0.7329190  -0.9158205 
  35120.00  -0.4622797  -0.7330949  -0.9160247 
  35136.18  -0.4624132  -0.7332706  -0.9162288 
  35152.37  -0.4625467  -0.7334462  -0.9164327 
  35168.56  -0.4626801  -0.7336218  -0.9166366 
  35184.76  -0.4628135  -0.7337972  -0.9168404 
  35200.97  -0.4629467  -0.7339726  -0.9170440 
  35217.19  -0.4630799  -0.7341478  -0.9172476 
  35233.41  -0.4632130  -0.7343230  -0.9174510 
  35249.64  -0.4633461  -0.7344981  -0.9176543 
  35265.88  -0.4634790  -0.7346730  -0.9178576 
  35282.13  -0.4636119  -0.7348479  -0.9180607 
  35298.38  -0.4637448  -0.7350227  -0.9182637 
  35314.64  -0.4638775  -0.7351974  -0.9184666 
  35330.91  -0.4640102  -0.7353720  -0.9186693 
  35347.19  -0.4641428  -0.7355465  -0.9188720 
  35363.47  -0.4642753  -0.7357209  -0.9190746 
  35379.76  -0.4644078  -0.7358952  -0.9192770 
  35396.06  -0.4645402  -0.7360694  -0.9194794 
  35412.36  -0.4646725  -0.7362436  -0.9196816 
  35428.68  -0.4648048  -0.7364176  -0.9198838 
  35445.00  -0.4649369  -0.7365915  -0.9200858 
  35461.33  -0.4650690  -0.7367654  -0.9202877 
  35477.66  -0.4652011  -0.7369391  -0.9204895 
  35494.01  -0.4653330  -0.7371128  -0.9206912 
  35510.36  -0.4654649  -0.7372863  -0.9208928 
  35526.72  -0.4655967  -0.7374598  -0.9210943 
  35543.08  -0.4657285  -0.7376332  -0.9212957 
  35559.45  -0.4658602  -0.7378065  -0.9214970 
  35575.84  -0.4659918  -0.7379797  -0.9216981 
  35592.22  -0.4661233  -0.7381528  -0.9218992 
  35608.62  -0.4662547  -0.7383258  -0.9221001 
  35625.02  -0.4663861  -0.7384987  -0.9223010 
  35641.44  -0.4665174  -0.7386715  -0.9225017 
  35657.86  -0.4666487  -0.7388442  -0.9227023 
  35674.28  -0.4667798  -0.7390169  -0.9229028 
  35690.72  -0.4669109  -0.7391894  -0.9231033 
  35707.16  -0.4670420  -0.7393618  -0.9233036 
  35723.61  -0.4671729  -0.7395342  -0.9235038 
  35740.06  -0.4673038  -0.7397065  -0.9237039 
  35756.53  -0.4674346  -0.7398786  -0.9239038 
  35773.00  -0.4675654  -0.7400507  -0.9241037 
  35789.48  -0.4676960  -0.7402227  -0.9243035 
  35805.97  -0.4678266  -0.7403946  -0.9245032 
  35822.46  -0.4679572  -0.7405664  -0.9247027 
  35838.96  -0.4680876  -0.7407381  -0.9249022 
  35855.47  -0.4682180  -0.7409097  -0.9251015 
  35871.99  -0.4683483  -0.7410812  -0.9253008 
  35888.52  -0.4684785  -0.7412526  -0.9254999 
  35905.05  -0.4686087  -0.7414240  -0.9256989 
  35921.59  -0.4687388  -0.7415952  -0.9258978 
  35938.14  -0.4688689  -0.7417664  -0.9260967 
  35954.69  -0.4689988  -0.7419374  -0.9262954 
  35971.26  -0.4691287  -0.7421084  -0.9264940 
  35987.83  -0.4692585  -0.7422793  -0.9266925 
  36004.40  -0.4693883  -0.7424500  -0.9268909 
  36020.99  -0.4695179  -0.7426207  -0.9270892 
  36037.58  -0.4696475  -0.7427913  -0.9272873 
  36054.19  -0.4697771  -0.7429618  -0.9274854 
  36070.80  -0.4699065  -0.7431322  -0.9276834 
  36087.41  -0.4700359  -0.7433026  -0.9278812 
  36104.04  -0.4701653  -0.7434728  -0.9280790 
  36120.67  -0.4702945  -0.7436429  -0.9282766 
  36137.31  -0.4704237  -0.7438130  -0.9284742 
  36153.96  -0.4705528  -0.7439829  -0.9286716 
  36170.61  -0.4706819  -0.7441528  -0.9288690 
  36187.27  -0.4708108  -0.7443226  -0.9290662 
  36203.94  -0.4709397  -0.7444923  -0.9292633 
  36220.62  -0.4710686  -0.7446619  -0.9294604 
  36237.31  -0.4711973  -0.7448314  -0.9296573 
  36254.00  -0.4713260  -0.7450008  -0.9298541 
  36270.70  -0.4714546  -0.7451701  -0.9300508 
  36287.41  -0.4715832  -0.7453393  -0.9302474 
  36304.13  -0.4717117  -0.7455084  -0.9304439 
  36320.85  -0.4718401  -0.7456775  -0.9306403 
  36337.58  -0.4719684  -0.7458464  -0.9308366 
  36354.32  -0.4720967  -0.7460153  -0.9310327 
  36371.07  -0.4722249  -0.7461841  -0.9312288 
  36387.82  -0.4723530  -0.7463528  -0.9314248 
  36404.59  -0.4724811  -0.7465214  -0.9316207 
  36421.36  -0.4726091  -0.7466899  -0.9318164 
  36438.14  -0.4727370  -0.7468583  -0.9320121 
  36454.92  -0.4728649  -0.7470266  -0.9322076 
  36471.72  -0.4729926  -0.7471948  -0.9324031 
  36488.52  -0.4731204  -0.7473629  -0.9325984 
  36505.33  -0.4732480  -0.7475310  -0.9327937 
  36522.14  -0.4733756  -0.7476990  -0.9329888 
  36538.97  -0.4735031  -0.7478668  -0.9331839 
  36555.80  -0.4736305  -0.7480346  -0.9333788 
  36572.64  -0.4737579  -0.7482023  -0.9335736 
  36589.49  -0.4738852  -0.7483699  -0.9337684 
  36606.34  -0.4740124  -0.7485374  -0.9339630 
  36623.21  -0.4741396  -0.7487048  -0.9341575 
  36640.08  -0.4742667  -0.7488721  -0.9343519 
  36656.96  -0.4743937  -0.7490394  -0.9345462 
  36673.84  -0.4745206  -0.7492065  -0.9347404 
  36690.74  -0.4746475  -0.7493736  -0.9349345 
  36707.64  -0.4747743  -0.7495405  -0.9351285 
  36724.55  -0.4749011  -0.7497074  -0.9353224 
  36741.47  -0.4750278  -0.7498742  -0.9355162 
  36758.39  -0.4751544  -0.7500409  -0.9357099 
  36775.33  -0.4752809  -0.7502075  -0.9359035 
  36792.27  -0.4754074  -0.7503740  -0.9360970 
  36809.22  -0.4755338  -0.7505405  -0.9362904 
  36826.18  -0.4756601  -0.7507068  -0.9364836 
  36843.14  -0.4757864  -0.7508731  -0.9366768 
  36860.11  -0.4759126  -0.7510392  -0.9368699 
  36877.09  -0.4760387  -0.7512053  -0.9370629 
  36894.08  -0.4761648  -0.7513713  -0.9372557 
  36911.08  -0.4762907  -0.7515372  -0.9374485 
  36928.08  -0.4764167  -0.7517030  -0.9376412 
  36945.09  -0.4765425  -0.7518687  -0.9378337 
  36962.11  -0.4766683  -0.7520343  -0.9380262 
  36979.14  -0.4767940  -0.7521999  -0.9382185 
  36996.17  -0.4769197  -0.7523653  -0.9384108 
  37013.22  -0.4770453  -0.7525307  -0.9386029 
  37030.27  -0.4771708  -0.7526960  -0.9387950 
  37047.33  -0.4772962  -0.7528611  -0.9389869 
  37064.39  -0.4774216  -0.7530262  -0.9391788 
  37081.47  -0.4775469  -0.7531912  -0.9393705 
  37098.55  -0.4776721  -0.7533562  -0.9395621 
  37115.64  -0.4777973  -0.7535210  -0.9397537 
  37132.74  -0.4779224  -0.7536857  -0.9399451 
  37149.84  -0.4780474  -0.7538504  -0.9401365 
  37166.96  -0.4781724  -0.7540150  -0.9403277 
  37184.08  -0.4782973  -0.7541794  -0.9405188 
  37201.21  -0.4784221  -0.7543438  -0.9407099 
  37218.35  -0.4785469  -0.7545081  -0.9409008 
  37235.49  -0.4786716  -0.7546723  -0.9410916 
  37252.65  -0.4787962  -0.7548365  -0.9412823 
  37269.81  -0.4789208  -0.7550005  -0.9414730 
  37286.98  -0.4790453  -0.7551644  -0.9416635 
  37304.15  -0.4791697  -0.7553283  -0.9418539 
  37321.34  -0.4792941  -0.7554921  -0.9420442 
  37338.53  -0.4794184  -0.7556558  -0.9422344 
  37355.73  -0.4795426  -0.7558194  -0.9424246 
  37372.94  -0.4796667  -0.7559829  -0.9426146 
  37390.16  -0.4797908  -0.7561463  -0.9428045 
  37407.38  -0.4799149  -0.7563096  -0.9429943 
  37424.61  -0.4800388  -0.7564729  -0.9431840 
  37441.85  -0.4801627  -0.7566360  -0.9433736 
  37459.10  -0.4802865  -0.7567991  -0.9435631 
  37476.36  -0.4804103  -0.7569621  -0.9437526 
  37493.62  -0.4805340  -0.7571250  -0.9439419 
  37510.89  -0.4806576  -0.7572878  -0.9441311 
  37528.17  -0.4807811  -0.7574505  -0.9443202 
  37545.46  -0.4809046  -0.7576131  -0.9445092 
  37562.76  -0.4810280  -0.7577757  -0.9446981 
  37580.06  -0.4811514  -0.7579382  -0.9448869 
  37597.37  -0.4812747  -0.7581005  -0.9450756 
  37614.69  -0.4813979  -0.7582628  -0.9452642 
  37632.02  -0.4815210  -0.7584250  -0.9454527 
  37649.36  -0.4816441  -0.7585871  -0.9456412 
  37666.70  -0.4817671  -0.7587492  -0.9458295 
  37684.05  -0.4818901  -0.7589111  -0.9460177 
  37701.41  -0.4820130  -0.7590729  -0.9462058 
  37718.78  -0.4821358  -0.7592347  -0.9463938 
  37736.16  -0.4822585  -0.7593964  -0.9465817 
  37753.54  -0.4823812  -0.7595580  -0.9467695 
  37770.93  -0.4825038  -0.7597195  -0.9469572 
  37788.33  -0.4826264  -0.7598809  -0.9471448 
  37805.74  -0.4827489  -0.7600422  -0.9473323 
  37823.16  -0.4828713  -0.7602035  -0.9475197 
  37840.58  -0.4829936  -0.7603647  -0.9477071 
  37858.01  -0.4831159  -0.7605257  -0.9478943 
  37875.45  -0.4832381  -0.7606867  -0.9480814 
  37892.90  -0.4833603  -0.7608476  -0.9482684 
  37910.36  -0.4834824  -0.7610084  -0.9484553 
  37927.82  -0.4836044  -0.7611692  -0.9486421 
  37945.29  -0.4837264  -0.7613298  -0.9488288 
  37962.77  -0.4838483  -0.7614904  -0.9490155 
  37980.26  -0.4839701  -0.7616508  -0.9492020 
  37997.76  -0.4840918  -0.7618112  -0.9493884 
  38015.26  -0.4842135  -0.7619715  -0.9495747 
  38032.78  -0.4843352  -0.7621317  -0.9497609 
  38050.30  -0.4844567  -0.7622919  -0.9499471 
  38067.82  -0.4845782  -0.7624519  -0.9501331 
  38085.36  -0.4846996  -0.7626119  -0.9503190 
  38102.91  -0.4848210  -0.7627717  -0.9505048 
  38120.46  -0.4849423  -0.7629315  -0.9506906 
  38138.02  -0.4850635  -0.7630912  -0.9508762 
  38155.59  -0.4851847  -0.7632508  -0.9510617 
  38173.17  -0.4853058  -0.7634104  -0.9512472 
