         id               ra              dec             flux      type           n               re              phi            ratio     notes 
       6365       53.1766785      -27.8503313        0.8828227    sersic       2.571        1.3810000      -12.8860000        0.6941000   comment 
       6366       53.0942825      -27.8503470        1.1774206    sersic       1.719        1.1270000       42.9810000        0.3903000   comment 
       6367       53.0930217      -27.8503260        0.5066657    sersic       0.617        1.6540000       59.8640000        0.0311000   comment 
       6368       53.0947088      -27.8507776        1.7377807    sersic       0.343        3.2400000       22.6020000        0.1880000   comment 
       6369       53.1957872      -27.8502902        1.1006796    sersic       1.306        0.8050000      -79.6040000        0.3510000   comment 
       6371       53.1825809      -27.8503490        1.7099533    sersic       1.498        0.6940000       72.4840000        0.0678000   comment 
       6377       53.1629707      -27.8513280        0.9789218    sersic       0.590        5.6020000        1.1220000        0.8006000   comment 
       6378       53.1714864      -27.8504174        1.4955782    sersic       0.323        2.6210000       22.0680000        0.2720000   comment 
       6380       53.1371352      -27.8521744        6.1414514    sersic       5.194        1.0880000       71.1480000        0.9734000   comment 
       6382       53.1025904      -27.8504579        3.1869891    sersic       2.209        0.6700000      -53.7390000        0.8168000   comment 
       6383       53.1813533      -27.8503237        2.4485929    sersic       0.691        4.7100000       68.7300000        0.3750000   comment 
       6384       53.1193880      -27.8502562        0.9290635    sersic       1.811        0.8520000       75.0570000        0.7972000   comment 
       6385       53.1070913      -27.8501667        0.3575818    sersic       1.214        0.6940000       -0.9650000        0.0834000   comment 
       6386       53.0641806      -27.8502256        1.2706423    sersic       0.680        2.8120000      -57.9250000        0.3090000   comment 
       6387       53.0826541      -27.8506710        2.0599127    sersic       0.644        3.2830000       31.7480000        0.1636000   comment 
       6388       53.1674752      -27.8501332        0.7478979    sersic       3.521        2.6500000       38.0280000        0.2181000   comment 
       6390       53.1965708      -27.8516962        9.3501720    sersic       5.066        6.0960000      -26.6190000        0.4546000   comment 
       6391       53.1133487      -27.8501091        1.1749137    sersic       0.336        1.7450000       -0.6420000        0.5832000   comment 
       6392       53.1407050      -27.8505867        6.7085960    sersic       1.049        1.4950000      -36.9170000        0.4648000   comment 
       6394       53.1922348      -27.8503251        4.4966911    sersic       0.654        2.7450000      -44.1480000        0.3556000   comment 
       6396       53.1925707      -27.8500743        2.0836920    sersic       0.450        1.2660000       35.9980000        0.7911000   comment 
       6397       53.0773475      -27.8500263        0.5585744    sersic       2.027        0.9060000       -2.9090000        0.6447000   comment 
       6398       53.0976694      -27.8500151        0.9519629    sersic       6.697       20.8840000       48.8730000        0.8777000   comment 
       6399       53.1138574      -27.8501995        1.1851780    sersic       0.737        4.7500000       73.3180000        0.4873000   comment 
       6402       53.1515841      -27.8501300        0.7590640    sersic       1.546        1.4340000       -1.2160000        0.2456000   comment 
       6403       53.0983263      -27.8504245        1.8259107    sersic       6.473        1.5090000      -31.2650000        0.5018000   comment 
       6404       53.1973956      -27.8501816        4.3019229    sersic       1.800        3.7400000       82.4090000        0.5807000   comment 
       6405       53.1348068      -27.8501427        1.2375105    sersic       1.303        1.3030000      -19.6300000        0.7039000   comment 
       6407       53.0777737      -27.8501057        0.2179463    sersic       0.714        2.4010000       52.6710000        0.3920000   comment 
       6408       53.0572612      -27.8499322        0.4690553    sersic       1.650        0.6210000      -73.9890000        0.3091000   comment 
       6409       53.1528297      -27.8507812        7.4918380    sersic       1.063        3.8960000       42.3780000        0.4362000   comment 
       6410       53.0627033      -27.8499142        0.4327642    sersic       1.527        2.7570000       55.2490000        0.4345000   comment 
       6411       53.0623235      -27.8512594        0.4374789    sersic       0.930        3.1240000       86.3480000        0.6082000   comment 
       6412       53.0979169      -27.8498931        1.1869900    sersic       0.825        1.1360000       64.2750000        0.0546000   comment 
       6413       53.1468944      -27.8513305        7.0554446    sersic       2.880        2.4160000       32.6020000        0.8998000   comment 
       6414       53.1100783      -27.8504554        9.5492463    sersic       0.925        2.1860000       -8.0760000        0.6023000   comment 
       6415       53.0688818      -27.8505186        5.3630030     point       0.990        0.1660000      -48.9730000        0.2136000   comment 
       6416       53.0660351      -27.8498380        0.2760784    sersic       1.140        3.4730000       81.8960000        0.7186000   comment 
       6418       53.0677128      -27.8500455        1.8130102    sersic       0.677        2.3490000      -55.0270000        0.2391000   comment 
       6420       53.1148252      -27.8498928        1.3102272    sersic       1.842        4.0060000      -51.0780000        0.5277000   comment 
       6421       53.0696522      -27.8497892        0.2401841    sersic       2.660        1.9100000       73.2660000        0.3488000   comment 
       6422       53.0619006      -27.8510455        1.1266000    sersic       5.090        4.2130000       72.5720000        0.7110000   comment 
       6423       53.0707710      -27.8506713        4.1870837    sersic       0.658        2.6980000       -4.9240000        0.3225000   comment 
