         id               ra              dec      mag      type         n               re              phi            ratio     notes 
      29182       53.0909525      -27.8413704  27.4412    sersic     1.056            0.856            4.040           0.0630   comment 
      29183       53.1010648      -27.8413640  27.6412    sersic     3.442            0.852           75.304           0.1416   comment 
      29185       53.0928368      -27.8413132  27.7207    sersic     3.146            0.164           74.269           0.0519   comment 
      29186       53.0716511      -27.8412991   27.202    sersic     0.952            1.292           44.204           0.4996   comment 
      29188       53.1938567      -27.8412675  26.9471    sersic     0.618            1.537          -31.886           0.7242   comment 
      29189       53.1627609      -27.8412792  26.4723    sersic     0.830            2.679          -73.494           0.9565   comment 
      29191       53.1525489      -27.8412206   27.632    sersic     5.012            1.375           71.384           0.0402   comment 
      29195       53.1541488      -27.8411247  27.2663    sersic     1.399            4.225           -7.760           0.2718   comment 
      29196       53.1752579      -27.8411184  27.1439    sersic     1.949            1.089           73.676           0.0500   comment 
      29199       53.0605484      -27.8409987  27.5064    sersic     1.774            0.223           41.964           0.0422   comment 
      29200       53.1544745      -27.8410040  26.9185    sersic     1.291            4.447          -31.823           0.1412   comment 
      29201       53.0895267      -27.8409940  27.1155    sersic     1.775           10.085          -72.530           0.2989   comment 
      29202       53.1280164      -27.8409594  27.5138    sersic     1.460            1.694           78.767           0.0418   comment 
      29205       53.0587886      -27.8408660  27.7784     point     1.634            3.372          -73.964           0.3478   comment 
      29206       53.1210370      -27.8408740  27.2241    sersic     3.833            2.346          -68.000           0.1137   comment 
      29207       53.1283014      -27.8408859  26.4684    sersic     4.529            2.104           44.953           0.0933   comment 
      29208       53.0783893      -27.8408349  27.0274    sersic     2.104            1.857           34.272           0.0638   comment 
      29209       53.1141074      -27.8407268   27.529     point     1.622            0.582           15.503           0.1193   comment 
      29210       53.1903240      -27.8406331  27.1859    sersic     3.525            1.408            2.885           0.0312   comment 
      29211       53.1911634      -27.8406274  27.2401     point     2.012            0.202          -32.907           0.0537   comment 
      29213       53.1958713      -27.8405856   27.213     point     1.760            0.673           33.323           0.5530   comment 
      29216       53.1213433      -27.8404259  27.9596    sersic     3.625            0.949           87.575           0.0414   comment 
      29219       53.1395326      -27.8403764  27.1507    sersic     0.795            1.769          -49.827           0.0332   comment 
      29220       53.1883647      -27.8403549  27.7262    sersic     1.031            1.362          -23.212           0.0475   comment 
      29221       53.1949541      -27.8403136  26.5626    sersic     2.420            9.181          -88.292           0.1955   comment 
      29224       53.1231226      -27.8403002  27.6826    sersic     1.094            1.113           27.108           0.9870   comment 
      29225       53.1216743      -27.8402960  27.1232    sersic     1.451            1.996          -45.457           0.8066   comment 
      29226       53.1219932      -27.8401800  27.6439    sersic     1.268            2.512           75.138           0.0465   comment 
      29227       53.0736831      -27.8401335  27.3995    sersic     0.620            0.784          -33.392           0.8832   comment 
      29229       53.0967318      -27.8401153  27.5537    sersic     2.170            0.754          -88.789           0.9748   comment 
      29230       53.0790250      -27.8400605  27.4669    sersic     2.727            0.561          -24.459           0.9404   comment 
      29232       53.0765595      -27.8400061  26.9624    sersic     6.435            4.340           84.409           0.0173   comment 
      29233       53.1574264      -27.8400014  27.6096    sersic     0.839            1.699            7.614           0.0596   comment 
      29234       53.0708286      -27.8399888  27.3379    sersic     3.290            1.237          -49.928           0.9761   comment 
      29235       53.1489563      -27.8399984  27.7487    sersic     6.675            0.210           79.772           0.0224   comment 
      29236       53.1142391      -27.8399832   27.571    sersic     2.595            0.247           10.026           0.6264   comment 
      29238       53.1394911      -27.8399536  26.8495    sersic     2.056            1.400           86.157           0.4080   comment 
      29239       53.1725877      -27.8398997  27.1714    sersic     1.662            1.318          -83.154           0.5058   comment 
      29241       53.1072375      -27.8397431  27.4968    sersic     1.714            1.939           82.023           0.7796   comment 
      29243       53.1384200      -27.8396728  27.0433    sersic     2.249            0.560          -30.040           0.0702   comment 
      29244       53.1653021      -27.8396341  27.4118    sersic     1.049            0.697           89.870           0.0160   comment 
      29245       53.1850706      -27.8395879  27.4749    sersic     4.276            2.572          -44.714           0.0737   comment 
      29246       53.1109673      -27.8396004  27.2595    sersic     0.445            2.634           56.583           0.2240   comment 
      29247       53.0626802      -27.8395663  27.9175     point     2.359            0.316          -47.989           0.0478   comment 
      29248       53.0705877      -27.8395191  27.4482    sersic     3.049            0.367          -59.875           0.2983   comment 
      29249       53.0968436      -27.8395128   27.155    sersic     1.432            3.873          -24.795           0.0435   comment 
      29252       53.0934457      -27.8394592  27.3629     point     0.960            0.975           46.658           0.9274   comment 
      29253       53.1039166      -27.8394056  26.9674    sersic     1.320            1.941           -7.776           0.3140   comment 
      29255       53.1734306      -27.8393731  27.1837    sersic     4.600            0.228          -74.755           0.0842   comment 
      29256       53.1069741      -27.8393591  26.9847    sersic     2.434            3.910          -63.507           0.4024   comment 
      29257       53.0976723      -27.8393638  27.4293    sersic     0.475            3.317           33.953           0.0337   comment 
      29259       53.1234460      -27.8393075  26.8719    sersic     1.295            1.751          -41.569           0.9620   comment 
      29260       53.1457576      -27.8392862  27.6343    sersic     1.980            0.287           75.987           0.6451   comment 
      29261       53.1601869      -27.8392562  27.0508    sersic     0.619            1.164           -6.872           0.5466   comment 
      29262       53.1519800      -27.8392558   27.418    sersic     4.846            0.696           -7.835           0.0742   comment 
      29265       53.0969163      -27.8392194  27.2354    sersic     1.585            1.456           12.275           0.0434   comment 
      29266       53.1341742      -27.8391771  27.0797    sersic     2.590            1.988           54.456           0.4105   comment 
      29267       53.1921060      -27.8391268  27.0133    sersic     2.480            1.181           72.181           0.0462   comment 
      29268       53.1053308      -27.8391397  27.5277     point     3.796            0.330          -79.772           0.0472   comment 
      29269       53.0745060      -27.8390826  27.3587    sersic     5.906            0.301          -79.968           0.0449   comment 
      29271       53.0826941      -27.8389864  27.4857    sersic     1.680            0.804           -3.939           0.4613   comment 
      29272       53.1209934      -27.8389827  27.2373    sersic     4.105            1.699           57.236           0.0314   comment 
      29274       53.1385178      -27.8389549  27.5145    sersic     3.818            0.974           83.379           0.9574   comment 
      29275       53.0918396      -27.8389608  27.1656    sersic     0.407            1.417           47.700           0.0960   comment 
      29276       53.1604023      -27.8389135   27.303    sersic     1.108            1.591          -73.204           0.6928   comment 
      29277       53.0718807      -27.8389090  27.7587    sersic     5.750            0.333           68.486           0.0529   comment 
      29279       53.1565247      -27.8388414  27.3662    sersic     1.370            0.969          -24.205           0.9078   comment 
      29280       53.0658045      -27.8388359  27.3127    sersic     0.927            1.049          -56.089           0.9995   comment 
      29282       53.1356324      -27.8387763   26.181    sersic     2.300            5.278           79.376           0.1601   comment 
      29283       53.0963936      -27.8387313  27.2981    sersic     0.896            2.584           -8.386           0.6580   comment 
      29288       53.0746857      -27.8385069   27.813     point     4.670            2.929           85.409           0.0252   comment 
      29289       53.1612361      -27.8385072  26.9434    sersic     0.941            1.364          -42.840           0.4827   comment 
      29290       53.0751834      -27.8385083  27.2932    sersic     3.954            5.773          -89.203           0.1242   comment 
      29292       53.1614000      -27.8384663  26.9827    sersic     1.892            0.289          -63.592           0.0746   comment 
      29293       53.0662501      -27.8384157  27.2901    sersic     3.605            4.949          -48.076           0.3813   comment 
      29296       53.1198937      -27.8383618  27.1682    sersic     2.097            0.835           66.810           0.0403   comment 
      29297       53.1890504      -27.8383099  26.0978    sersic     3.691            5.656          -80.755           0.9997   comment 
      29298       53.1609604      -27.8383119  27.2829    sersic     1.045            1.705          -86.624           0.4450   comment 
      29299       53.0777153      -27.8382824  27.2384    sersic     5.096           28.737          -63.968           0.3517   comment 
      29300       53.1958034      -27.8382152  26.8298    sersic     1.497            0.975           30.479           0.3025   comment 
      29303       53.1744947      -27.8381046  27.4082    sersic     1.454            0.807           87.299           0.0299   comment 
      29304       53.1057049      -27.8380700  27.2727    sersic     0.602            0.535           53.858           0.0393   comment 
      29305       53.1489589      -27.8380450  27.3373    sersic     6.859            0.906          -48.400           0.0224   comment 
      29308       53.0764252      -27.8380084  27.4945    sersic     1.087            0.164           42.864           0.0611   comment 
      29309       53.1313064      -27.8379820  27.3392     point     3.766            0.259          -16.647           0.0489   comment 
      29311       53.1961051      -27.8378957  27.5083    sersic     2.218            1.166            5.549           0.9131   comment 
      29312       53.0632610      -27.8378690   27.612    sersic     2.844            0.235          -18.683           0.0403   comment 
      29313       53.1469404      -27.8378727  27.8388    sersic     4.440            0.257          -66.474           0.1074   comment 
      29314       53.1815923      -27.8378211  27.4316    sersic     0.738            4.015           -4.088           0.0224   comment 
      29315       53.0600609      -27.8378166  27.0823    sersic     1.953            0.821          -46.661           0.2494   comment 
      29316       53.0697134      -27.8377638  27.3165    sersic     4.910            0.164           85.564           0.0199   comment 
      29317       53.0721167      -27.8377514  27.5523     point     2.547            0.201           -6.784           0.0920   comment 
      29318       53.1032944      -27.8377613  26.9004    sersic     3.372            1.190           44.487           0.0398   comment 
      29319       53.1444636      -27.8377621  27.6172     point     1.513            1.078           88.284           0.0694   comment 
      29320       53.1774163      -27.8377565  27.0392    sersic     0.479            1.639          -63.026           0.7957   comment 
      29321       53.0744026      -27.8377014  28.1374    sersic     0.475           35.546           61.394           0.0001   comment 
      29324       53.1001875      -27.8376153  27.5942    sersic     2.548           11.217           21.801           0.5018   comment 
      29325       53.1952154      -27.8375773  27.6111    sersic     5.695            0.191          -30.767           0.0214   comment 
      29326       53.1339842      -27.8375970  27.3158    sersic     3.800            0.971          -18.134           0.0393   comment 
      29327       53.0664194      -27.8375582   26.973    sersic     1.873            0.255           12.589           0.0388   comment 
      29328       53.0708808      -27.8375023  27.2325    sersic     3.551            1.936           66.639           0.0912   comment 
      29329       53.0761037      -27.8375129  27.5724     point     0.966           14.294           54.165           0.0274   comment 
      29331       53.0622524      -27.8374524  27.3439    sersic     6.910            2.042          -20.107           0.0437   comment 
      29332       53.0953315      -27.8374378  27.0453    sersic     1.444            1.373           30.125           0.3238   comment 
      29333       53.1489309      -27.8374276  27.2248    sersic     6.373            7.510           26.014           0.1801   comment 
      29334       53.0899673      -27.8374290  27.4931    sersic     2.856            0.542           69.477           0.3543   comment 
      29336       53.0604364      -27.8373558  26.7916    sersic     1.274            2.806          -50.357           0.0351   comment 
      29337       53.1960477      -27.8373057  27.2148    sersic     3.903            0.590           71.517           0.0466   comment 
      29338       53.1175115      -27.8373249  27.3923    sersic     4.183            0.602          -80.553           0.0384   comment 
      29344       53.1578522      -27.8371757  27.2011    sersic     4.142            3.281           53.704           0.1465   comment 
      29345       53.0688509      -27.8371548  27.0494    sersic     1.228            3.136          -26.058           0.0554   comment 
      29346       53.0851308      -27.8371197  27.3598    sersic     3.104            1.820          -66.995           0.8131   comment 
      29347       53.1317223      -27.8370851  26.9949    sersic     1.288            2.315           61.340           0.6926   comment 
      29351       53.1502106      -27.8370631  27.4535    sersic     0.746            0.767          -17.581           0.1347   comment 
      29353       53.0774209      -27.8370364  27.3242    sersic     2.874           40.551          -58.419           0.2522   comment 
      29354       53.1497470      -27.8370431  26.8593    sersic     1.870            1.047           11.873           0.6698   comment 
      29355       53.0787363      -27.8370250  27.3596    sersic     2.053            0.550          -46.145           0.0298   comment 
      29356       53.1343132      -27.8370154  26.9443    sersic     1.457            0.625            3.836           0.8232   comment 
      29357       53.0572492      -27.8369736  28.1032     point     1.766            0.190          -36.209           0.0390   comment 
      29358       53.1255708      -27.8369938  27.3312    sersic     0.450            1.186          -66.130           0.8699   comment 
      29362       53.1848862      -27.8369463  26.9462    sersic     1.599            1.928          -30.417           0.1258   comment 
      29363       53.1443835      -27.8369570  27.7399    sersic     4.758            0.383          -71.031           0.0409   comment 
      29365       53.0596532      -27.8369087  27.1309    sersic     3.960            0.514          -39.627           0.9825   comment 
      29367       53.1671151      -27.8369112  27.7775    sersic     3.392            1.882          -33.356           0.1018   comment 
      29368       53.0885355      -27.8368998  26.9947    sersic     1.633            6.446          -76.674           0.4813   comment 
      29369       53.0642707      -27.8368743  26.9632    sersic     3.332            3.601          -47.119           0.6135   comment 
      29370       53.1093192      -27.8368219  27.3367    sersic     5.688            0.388           83.866           0.0577   comment 
      29371       53.1413524      -27.8368200  27.3418    sersic     0.724            1.023          -58.331           0.5529   comment 
      29373       53.1086713      -27.8367597  27.4758    sersic     1.407            1.672          -50.331           0.2393   comment 
      29374       53.1584057      -27.8367193  27.7377    sersic     5.317            0.877           84.384           0.0497   comment 
      29375       53.0975209      -27.8367278  26.9218    sersic     0.749            1.655           60.497           0.6059   comment 
      29376       53.1887681      -27.8367112  27.8226    sersic     4.913            0.164          -58.083           0.0015   comment 
      29377       53.0954460      -27.8367084  27.4433    sersic     3.182            1.078          -51.765           0.0823   comment 
      29378       53.0669550      -27.8366878  27.5204     point     2.355            0.451          -43.703           0.1868   comment 
      29379       53.1807878      -27.8366792  27.6369    sersic     0.604            0.625            1.639           0.9900   comment 
      29380       53.1457933      -27.8366030  27.9531    sersic     4.959            0.444           -5.732           0.0028   comment 
      29382       53.1262610      -27.8364680   26.841    sersic     4.873            1.911           44.013           0.4035   comment 
      29385       53.0633905      -27.8363935  27.4891    sersic     2.305            0.349          -28.489           0.9928   comment 
      29386       53.1440380      -27.8363854  27.1368    sersic     4.589           15.158          -34.390           0.8194   comment 
      29387       53.1750910      -27.8363372  27.5041    sersic     3.288            9.131           77.929           0.3083   comment 
      29388       53.0676595      -27.8363437  27.3023    sersic     5.763            7.778           -9.697           0.4684   comment 
      29389       53.0764535      -27.8362789  27.5824    sersic     1.819            4.051          -33.329           0.9784   comment 
      29390       53.0879293      -27.8362401  27.1348    sersic     2.563            0.351          -33.765           0.0994   comment 
      29392       53.1402391      -27.8361845  27.4403    sersic     5.131            0.454           68.111           0.0469   comment 
      29393       53.1225330      -27.8361729   26.401    sersic     0.777            2.292          -89.809           0.5028   comment 
      29395       53.1638460      -27.8361320  27.2421     point     3.679            0.696           -3.415           0.7202   comment 
      29397       53.1571106      -27.8361061  27.5716     point     0.494            1.491           39.409           0.1210   comment 
      29398       53.1471246      -27.8361201  27.7028    sersic     3.846            0.668           18.981           0.0412   comment 
      29400       53.1887250      -27.8360099  27.2526    sersic     0.901            1.258          -42.647           0.7377   comment 
      29401       53.0685726      -27.8359765  27.7048     point     1.668            0.548           71.056           0.1124   comment 
      29402       53.1230808      -27.8359885  27.8126    sersic     1.202            0.593          -11.408           0.0539   comment 
      29403       53.1169808      -27.8359853   27.729     point     6.148            0.265           83.076           0.0555   comment 
      29404       53.1749793      -27.8359399  27.8857     point     4.138            0.630          -27.161           0.0809   comment 
      29405       53.1436246      -27.8359330  27.3521    sersic     2.492            2.324          -89.219           0.4371   comment 
      29406       53.1426779      -27.8359233  27.3839    sersic     2.850            0.626          -62.552           0.5311   comment 
      29407       53.0752696      -27.8358472   26.393    sersic     2.387            1.335           12.694           0.9168   comment 
      29410       53.1628634      -27.8356969  26.7757    sersic     0.764            3.444          -83.796           0.2316   comment 
      29411       53.1907054      -27.8356642  27.6271     point     0.674            0.556          -35.258           0.0352   comment 
      29414       53.1726054      -27.8356096  27.7743     point     0.332            0.467           53.807           0.1102   comment 
      29416       53.1401947      -27.8355794  27.4681    sersic     2.282            0.486           54.910           0.9997   comment 
      29418       53.1603946      -27.8355385   27.103    sersic     6.572            1.160          -54.143           0.0500   comment 
      29419       53.0785127      -27.8355143  27.3218    sersic     7.141            0.385           82.911           0.0319   comment 
      29420       53.1291985      -27.8354948  27.6618    sersic     3.785            0.232          -46.260           0.0493   comment 
      29421       53.1377044      -27.8354816  27.4293    sersic     1.093            0.781           89.275           0.4800   comment 
      29422       53.1880154      -27.8354396  27.2428    sersic     0.771            1.306           21.122           0.3452   comment 
      29424       53.1177483      -27.8354268  27.0627    sersic     0.513            0.753           39.838           0.8161   comment 
      29425       53.1968406      -27.8353987  27.6948    sersic     0.982            0.392          -78.123           0.0531   comment 
      29426       53.0887773      -27.8353696  27.2482    sersic     5.217           32.281           -6.152           0.7749   comment 
      29428       53.1774035      -27.8353620  28.1204    sersic     2.969            0.165          -11.702           0.0026   comment 
      29429       53.0651284      -27.8353748  27.4832    sersic     1.161            0.164           35.552           0.0248   comment 
      29430       53.1679971      -27.8353640  27.4952    sersic     2.919            0.164            3.241           0.0811   comment 
      29431       53.1297473      -27.8353127  27.0287    sersic     2.221            1.712          -43.249           0.1745   comment 
      29432       53.1819550      -27.8352640  27.2002    sersic     0.691            0.499            3.817           0.4506   comment 
      29434       53.1391566      -27.8352261  27.2565    sersic     3.882            4.410          -60.392           0.0381   comment 
      29435       53.1764909      -27.8351982  27.4798    sersic     7.220            4.943          -47.595           0.2620   comment 
      29437       53.0962215      -27.8351801  27.0382    sersic     1.116            2.799            0.756           0.0847   comment 
      29438       53.0640572      -27.8351676  27.1961    sersic     3.104            0.887           70.219           0.1482   comment 
      29439       53.0906240      -27.8351064  27.3701    sersic     3.209            4.838          -39.312           0.0286   comment 
      29440       53.1191989      -27.8350975  27.2522    sersic     3.625            0.605          -69.585           0.0539   comment 
      29444       53.0783404      -27.8349030  27.2686    sersic     3.594            1.469          -83.569           0.5234   comment 
      29447       53.0875818      -27.8347049   27.332    sersic     3.253            6.780          -17.737           0.0384   comment 
      29448       53.1922826      -27.8346414  27.5902     point     3.393            0.455          -71.039           0.0411   comment 
      29449       53.1367165      -27.8346060  27.2513    sersic     1.071            0.592          -14.255           0.9027   comment 
      29452       53.0601200      -27.8344831  26.9962    sersic     2.958            0.695           49.785           0.0444   comment 
      29453       53.1202479      -27.8344719  27.4007    sersic     1.353            1.124          -26.134           0.0782   comment 
      29454       53.1365326      -27.8344270   27.426    sersic     1.353            0.921          -69.969           0.8409   comment 
      29458       53.1727407      -27.8343328  26.1438    sersic     4.198            1.885           85.488           0.7772   comment 
      29460       53.1068101      -27.8343108  27.1033    sersic     2.376            3.125          -15.126           0.5928   comment 
      29461       53.1244864      -27.8342789  26.6638    sersic     0.691            1.352          -15.667           0.2716   comment 
      29462       53.1322967      -27.8342883  27.1214    sersic     3.435            0.735          -41.566           0.0473   comment 
      29463       53.0874756      -27.8342167  27.5734    sersic     1.028            0.165          -29.108           0.0645   comment 
      29465       53.1118524      -27.8341466   27.386    sersic     3.062            0.377          -83.573           0.0633   comment 
      29466       53.0717052      -27.8340633   27.295    sersic     2.813            0.181          -61.168           0.6594   comment 
      29468       53.1150843      -27.8340390  27.6569     point     1.403            0.903          -86.645           0.0295   comment 
      29469       53.1587489      -27.8340178  27.2305     point     7.402            0.352          -72.294           0.9122   comment 
      29470       53.1659243      -27.8339817  27.1048     point     2.054            0.243           84.073           0.9237   comment 
      29474       53.1026361      -27.8339420  27.0848    sersic     2.409            3.248          -55.712           0.6729   comment 
      29475       53.0891435      -27.8339028  28.1169     point     7.431            0.164           -5.219           0.0754   comment 
      29477       53.0646269      -27.8338270  27.2308    sersic     0.398            1.854          -35.588           0.0585   comment 
      29478       53.1706726      -27.8337826  26.7761    sersic     3.961            4.121           25.948           0.0054   comment 
      29479       53.0777839      -27.8337881  27.6675     point     0.569            0.164           31.612           0.0500   comment 
      29480       53.1857189      -27.8337607  27.4111    sersic     1.766            0.265           46.740           0.0267   comment 
      29482       53.1723238      -27.8337519   27.136    sersic     2.808            1.957          -30.749           0.0373   comment 
      29483       53.1971771      -27.8337049  27.2377    sersic     2.003            0.810           24.538           0.0729   comment 
      29484       53.1217976      -27.8337123  27.2422    sersic     1.748            1.851           34.718           0.0343   comment 
      29485       53.0690535      -27.8336792  27.2994    sersic     0.344            0.940          -47.852           0.5209   comment 
      29486       53.0695941      -27.8336826  27.2096    sersic     0.596            2.076          -59.699           0.5031   comment 
      29487       53.1589732      -27.8336712  27.5492     point     2.307            0.348          -84.928           0.0379   comment 
      29488       53.1795263      -27.8336392  27.2566    sersic     1.709            5.471          -68.112           0.0786   comment 
      29489       53.1191942      -27.8335855  27.7225    sersic     4.979           26.956          -35.841           0.2007   comment 
      29494       53.1765004      -27.8334150  27.1049    sersic     0.367            1.335           -9.245           0.4924   comment 
      29495       53.1002687      -27.8334222  27.4776    sersic     3.221            0.330          -21.272           0.9681   comment 
      29497       53.0717235      -27.8333288  27.0357    sersic     0.945            1.503          -61.605           0.4447   comment 
      29499       53.1181816      -27.8332346  27.2723    sersic     6.337            0.601           -2.203           0.0520   comment 
      29500       53.0905007      -27.8332077  27.2491    sersic     0.756            1.598            5.443           0.9689   comment 
      29501       53.1380094      -27.8332195   27.273    sersic     1.862            2.318            8.134           0.0365   comment 
      29502       53.1117321      -27.8332172  27.3056    sersic     6.568            1.233          -17.226           0.0373   comment 
      29503       53.1508772      -27.8331531  27.0851    sersic     1.577            1.723           24.096           0.0417   comment 
      29504       53.0591497      -27.8331461  26.9427    sersic     0.597            2.044           69.226           0.2916   comment 
      29505       53.0735528      -27.8331392  27.5308    sersic     2.216            0.555          -53.173           0.9952   comment 
      29506       53.1182960      -27.8331458  27.3516    sersic     5.333            1.950           72.899           0.0404   comment 
      29507       53.0940414      -27.8331363  26.8125    sersic     2.560            1.454          -30.435           0.5941   comment 
      29508       53.1709836      -27.8331157  27.0841    sersic     1.321            4.749          -57.490           0.3132   comment 
      29510       53.1973873      -27.8330648  27.3487    sersic     1.332            0.578           64.670           0.0759   comment 
      29513       53.1136827      -27.8329218  27.3315    sersic     1.395            4.290           30.109           0.3534   comment 
      29514       53.1813585      -27.8328580  27.8687    sersic     2.056            0.528          -17.506           0.0401   comment 
      29515       53.1870912      -27.8328584    26.36    sersic     0.475            1.559           29.543           0.0382   comment 
      29516       53.1788061      -27.8327976  28.0698    sersic     2.901            0.389          -70.062           0.0788   comment 
      29518       53.0854448      -27.8327478  27.3177    sersic     5.416            0.256           62.326           0.0466   comment 
      29519       53.0591216      -27.8327369  27.3498    sersic     1.775            0.334           67.318           0.0387   comment 
      29521       53.0635765      -27.8327013  27.2753    sersic     1.629            0.982          -53.400           0.7170   comment 
      29523       53.1778424      -27.8326445  27.5344    sersic     0.392            1.489           62.437           0.3617   comment 
      29524       53.0731068      -27.8326466  26.7953    sersic     5.411            0.172          -23.790           0.9779   comment 
      29526       53.0881193      -27.8325094   27.393     point     4.895            0.424           54.716           0.9884   comment 
      29527       53.1912144      -27.8324490  26.7096    sersic     1.250            1.745          -63.236           0.9783   comment 
      29529       53.0958797      -27.8323758  27.2808    sersic     3.929            1.597          -89.902           0.0257   comment 
      29531       53.1100511      -27.8323397  26.9389    sersic     0.502            3.689           22.440           0.1293   comment 
      29532       53.1269090      -27.8321270  27.2125    sersic     5.016            0.494           62.497           0.4950   comment 
      29533       53.1564106      -27.8321020  27.0571    sersic     0.813            3.040           -7.942           0.0357   comment 
      29535       53.0798046      -27.8320607  27.0423    sersic     2.458            1.403          -49.631           0.0460   comment 
      29536       53.0841778      -27.8320417  26.9942    sersic     6.199           20.726           71.440           0.0635   comment 
      29537       53.0596828      -27.8319783  27.3858    sersic     3.531            1.624          -67.424           0.0203   comment 
      29538       53.1719877      -27.8319942  27.1559    sersic     3.176            2.559          -12.033           0.0428   comment 
      29539       53.1216241      -27.8319785  27.3927    sersic     0.712            0.883           45.632           0.0280   comment 
      29541       53.1344179      -27.8319625  27.4696    sersic     0.318            1.963          -68.500           0.0441   comment 
      29542       53.0696726      -27.8319370  27.8042    sersic     2.163            0.207           54.539           0.0435   comment 
      29543       53.1781779      -27.8319228  27.6451    sersic     1.717            0.205           -8.017           0.5211   comment 
      29544       53.0855996      -27.8319134  27.0422    sersic     1.392            1.731           65.857           0.0455   comment 
      29546       53.0945709      -27.8318210  27.5247    sersic     3.178            0.773          -77.212           0.0694   comment 
      29547       53.1266878      -27.8318078  27.2413     point     3.393            0.279          -52.522           0.9011   comment 
      29548       53.1021226      -27.8317688  27.4328    sersic     1.014            0.550          -73.760           0.0486   comment 
      29549       53.1051867      -27.8317236  27.1254    sersic     1.443            2.541          -38.615           0.2143   comment 
      29550       53.1833458      -27.8317037  26.9931    sersic     0.857            1.605          -28.305           0.4205   comment 
      29551       53.1414965      -27.8316923  27.2613    sersic     4.841            6.093           18.355           0.0398   comment 
      29552       53.0610206      -27.8316598  27.4798    sersic     1.380            0.514          -46.975           0.0608   comment 
      29553       53.1086819      -27.8316461  27.0916    sersic     0.454           11.896           61.770           0.1353   comment 
      29557       53.1550319      -27.8315957  27.5729    sersic     5.142            0.164           68.353           0.0545   comment 
      29558       53.0818044      -27.8315834    27.78    sersic     2.534            2.782          -35.400           0.7826   comment 
      29562       53.1735407      -27.8315473  27.2299    sersic     0.853            1.514          -54.738           0.2845   comment 
      29564       53.1895809      -27.8314631  27.3834    sersic     0.396            0.891          -52.288           0.0480   comment 
      29565       53.1803271      -27.8313638  27.2553    sersic     0.639            0.594           14.740           0.0979   comment 
      29566       53.0648638      -27.8313565  27.3825    sersic     2.090            1.938           43.328           0.0395   comment 
      29567       53.1504733      -27.8313587  27.2927    sersic     4.087            1.474          -60.791           0.2173   comment 
      29568       53.0992175      -27.8313283  26.9118    sersic     2.036            1.263            7.159           0.7804   comment 
      29569       53.1789790      -27.8313267  27.2337    sersic     0.849            1.881           28.592           0.3382   comment 
      29570       53.0672823      -27.8313033  27.0917    sersic     1.461            1.662            1.911           0.8352   comment 
      29571       53.1035652      -27.8312717  27.6063    sersic     6.126            0.616           -7.627           0.0840   comment 
      29572       53.1243046      -27.8312776   27.185    sersic     0.690            2.988           49.116           0.1216   comment 
      29575       53.1436195      -27.8310952  27.5638     point     4.115            0.325           -4.550           0.0500   comment 
      29577       53.0993529      -27.8310207  27.5689    sersic     1.125            0.450          -13.618           0.1495   comment 
      29578       53.1667361      -27.8310122  27.8886    sersic     5.784            0.965           10.775           0.0333   comment 
      29579       53.1481586      -27.8310012  27.7217     point     1.155            0.179          -48.023           0.0500   comment 
      29580       53.1564409      -27.8309871  27.2334    sersic     1.838            2.285           -1.448           0.9410   comment 
      29581       53.0959894      -27.8309729  27.3462    sersic     0.314            1.822          -33.598           0.0772   comment 
      29582       53.1473006      -27.8309053  27.3595    sersic     2.929            0.263           19.165           0.9985   comment 
      29583       53.1511411      -27.8308684  27.2325    sersic     1.829            0.736           86.078           0.0245   comment 
      29585       53.1060271      -27.8308022  27.3887    sersic     0.329            0.207           58.164           0.0501   comment 
      29586       53.0706931      -27.8307695  27.5079     point     0.637            3.190          -89.580           0.0358   comment 
      29588       53.1930924      -27.8307269  27.0729     point     4.949            1.098          -45.703           0.9296   comment 
      29589       53.1749454      -27.8306965  26.7948    sersic     0.810            1.828           63.233           0.4117   comment 
      29590       53.1054658      -27.8306498  27.0821    sersic     6.348            0.421           25.654           0.9950   comment 
      29592       53.1116827      -27.8306459  27.2674     point     2.325            0.267          -78.348           0.0882   comment 
      29593       53.0768958      -27.8306216  27.7938    sersic     2.017            0.923          -46.200           0.0342   comment 
      29595       53.1655928      -27.8305729  27.0937    sersic     2.532            1.749          -32.001           0.0490   comment 
      29596       53.1959863      -27.8305500  27.4009    sersic     6.880            1.652           40.778           0.4664   comment 
      29597       53.1128851      -27.8305334  27.7611     point     0.521            0.164           13.864           0.1144   comment 
      29598       53.1016970      -27.8304830  27.3219    sersic     3.119            0.184          -86.012           0.0770   comment 
      29599       53.0907534      -27.8304660  27.1149    sersic     2.392            5.083          -65.184           0.0562   comment 
      29601       53.0905611      -27.8304438  27.5441    sersic     2.539            1.405          -32.751           0.0314   comment 
      29602       53.1396032      -27.8304357  26.9884    sersic     2.944           14.987          -25.496           0.0007   comment 
      29604       53.1342775      -27.8303251  27.0589    sersic     5.583            0.510            9.142           0.9164   comment 
      29605       53.1803547      -27.8303043   27.313    sersic     1.216            0.853          -82.338           0.3348   comment 
      29606       53.1965808      -27.8302551  27.6784    sersic     4.949            1.593           47.001           0.0456   comment 
      29607       53.1247479      -27.8302876  27.0524    sersic     1.374            5.899           64.166           0.3018   comment 
      29610       53.0811508      -27.8302196  26.9375    sersic     1.673            0.977          -39.873           0.0805   comment 
